runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
crexx,shared,compile-load-first-result,compile,1,80959000,pass
crexx,shared,compile-load-first-result,assemble,1,19160000,pass
crexx,rxvm,compile-load-first-result,load_first_result,1,2950000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,1,2613000,pass
crexx,shared,compile-load-first-result,compile,2,78786000,pass
crexx,shared,compile-load-first-result,assemble,2,6767000,pass
crexx,rxvm,compile-load-first-result,load_first_result,2,2846000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,2,2781000,pass
crexx,shared,compile-load-first-result,compile,3,77283000,pass
crexx,shared,compile-load-first-result,assemble,3,6629000,pass
crexx,rxvm,compile-load-first-result,load_first_result,3,2727000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,3,2633000,pass
crexx,shared,compile-load-first-result,compile,4,79100000,pass
crexx,shared,compile-load-first-result,assemble,4,6765000,pass
crexx,rxvm,compile-load-first-result,load_first_result,4,2824000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,4,2721000,pass
crexx,shared,compile-load-first-result,compile,5,78637000,pass
crexx,shared,compile-load-first-result,assemble,5,7218000,pass
crexx,rxvm,compile-load-first-result,load_first_result,5,2918000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,5,2831000,pass
crexx,shared,compile-load-first-result,compile,6,77561000,pass
crexx,shared,compile-load-first-result,assemble,6,7105000,pass
crexx,rxvm,compile-load-first-result,load_first_result,6,3097000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,6,2943000,pass
crexx,shared,compile-load-first-result,compile,7,77906000,pass
crexx,shared,compile-load-first-result,assemble,7,7136000,pass
crexx,rxvm,compile-load-first-result,load_first_result,7,2956000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,7,2963000,pass
crexx,shared,compile-load-first-result,compile,8,76580000,pass
crexx,shared,compile-load-first-result,assemble,8,6920000,pass
crexx,rxvm,compile-load-first-result,load_first_result,8,2823000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,8,2759000,pass
crexx,shared,compile-load-first-result,compile,9,77923000,pass
crexx,shared,compile-load-first-result,assemble,9,7004000,pass
crexx,rxvm,compile-load-first-result,load_first_result,9,2864000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,9,2696000,pass
