sample_id,stream,line_number,text
rss-Sieve-sieve-rxvm-baseline-recorded-1,stdout,1,benchmark=awfy_sieve repetitions=50 result=669
rss-Sieve-sieve-rxvm-baseline-recorded-1,stdout,2,PASS: AWFY Sieve
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,1,        0.02 real         0.02 user         0.00 sys
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,2,            17301504  maximum resident set size
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,3,                   0  average shared memory size
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,4,                   0  average unshared data size
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,5,                   0  average unshared stack size
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,6,                1225  page reclaims
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,7,                   9  page faults
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,8,                   0  swaps
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,9,                   0  block input operations
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,10,                   0  block output operations
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,11,                   0  messages sent
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,12,                   0  messages received
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,13,                   0  signals received
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,14,                   1  voluntary context switches
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,15,                  12  involuntary context switches
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,16,           334749497  instructions retired
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,17,           100842350  cycles elapsed
rss-Sieve-sieve-rxvm-baseline-recorded-1,stderr,18,            12452272  peak memory footprint
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stdout,1,benchmark=awfy_sieve repetitions=50 result=669
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stdout,2,PASS: AWFY Sieve
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,1,        0.02 real         0.02 user         0.00 sys
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,2,            17367040  maximum resident set size
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,3,                   0  average shared memory size
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,4,                   0  average unshared data size
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,5,                   0  average unshared stack size
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,6,                1235  page reclaims
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,7,                   3  page faults
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,8,                   0  swaps
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,9,                   0  block input operations
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,10,                   0  block output operations
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,11,                   0  messages sent
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,12,                   0  messages received
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,13,                   0  signals received
rss-Sieve-sieve-rxvm-v1r01-r1-recorded-1,stderr,14,                   1  voluntary context switches
