rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2051502,4,3,5,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | SCOPY_REG_REG(r2,r1) | BR_ID(c3)","c1=label@13;r1=R3;c2=int:512;r2=R1;c3=label@16","length",4
2,1368502,3,3,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | SCOPY_REG_REG(r2,r1)","c1=int:18;c2=int:1;c3=label@13;r1=R3;c4=int:512;r2=R1","length",0
3,1368001,8,1,5,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","r1=R9;c1=int:2;r2=R4;c2=int:256;r3=R10","benchmark_base64_roundtrip_noopt",142
4,1196500,5,1,4,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c1)","r1=R25;c1=int:256;r2=R10;r3=R12","benchmark_base64_roundtrip_noopt",645
5,685000,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@219;r1=R15;r2=R14;r3=R11;c2=int:0;c3=label@193","substr",179
6,685000,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@92;r1=R3;r2=R14;r3=R20;c2=int:0;c3=label@98;c4=label@101","substr",81
7,685000,1,1,6,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3) | SETTP_REG_INT(r2,c4)","c1=label@38;r1=R21;c2=int:256;r2=R4;c3=string@314664;c4=int:0","substr",26
8,685000,1,1,7,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@28856","substr",61
9,685000,1,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R15;r2=R1;c1=int:0;c2=label@219;r3=R14;r4=R11","substr",175
10,685000,1,1,7,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | BGE_ID_REG_INT(c2,r3,c3)","r1=R11;r2=R19;c1=int:1;r3=R0;r4=R13;c2=label@132;c3=int:0","substr",117
11,685000,6,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R11;c1=int:1;r2=R8;c2=int:4;r3=R25;c3=int:256","benchmark_base64_roundtrip_noopt",594
12,685000,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3)","r1=R6;c1=int:0;r2=R9;c2=string@28856;r3=R14;r4=R19;c3=int:1","substr",65
13,685000,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R9;c1=string@28856;r2=R14;r3=R19;c2=int:1;c3=label@81","substr",68
14,685000,1,1,4,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | BR_ID(c3)","r1=R4;c1=string@314664;c2=int:0;c3=label@53","substr",30
15,685000,1,1,7,candidate,"NULLN_REG_REG(r1,r2) | GETANDTP_REG_REG_INT(r3,r4,c1) | LOAD_REG_INT(r5,c2)","r1=R11;r2=R13;r3=R3;r4=R20;c1=int:256;r5=R6;c2=int:0","substr",58
16,685000,1,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | GETANDTP_REG_REG_INT(r7,r8,c1)","r1=R0;r2=R5;r3=R7;r4=R8;r5=R11;r6=R13;r7=R3;r8=R20;c1=int:256","substr",53
17,685000,1,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r4)","r1=R12;r2=R11;r3=R9;r4=R1;r5=R8;r6=R20","substr",212
18,685000,1,1,5,candidate,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R7;r2=R4;r3=R14;c1=int:1;c2=label@114","substr",101
19,685000,1,1,6,candidate,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3)","r1=R13;r2=R12;r3=R11;r4=R19;c1=int:1;r5=R0","substr",114
20,685000,1,1,7,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_REG_REG(r4,r5,r3) | BLE_ID_REG_INT(c1,r4,c2)","r1=R9;r2=R12;r3=R1;r4=R8;r5=R20;c1=label@235;c2=int:0","substr",215
21,685000,6,1,9,candidate,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTPCALL_REG_FUNC_REG_REG_INT(r4,c2,r5,r6,c3)","r1=R10;r2=R2;r3=R11;c1=int:256;r4=R13;c2=func@33856;r5=R8;r6=R12;c3=int:512","benchmark_base64_roundtrip_noopt",606
22,683000,1,1,5,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c4)","c1=label@38;r1=R8;c2=int:256;c3=int:1;c4=int:0","pos",28
23,683000,1,1,5,candidate,"BRT_ID_REG(c1,r1) | SEQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@59;r1=R4;r2=R1;c2=string@28856;c3=label@64","pos",52
24,683000,1,1,4,candidate,"ICOPY_REG_REG(r1,r2) | STRPOS_REG_REG_REG(r1,r3,r4) | RET_REG(r1)","r1=R0;r2=R8;r3=R2;r4=R1","pos",64
25,683000,1,1,5,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_INT(r2,r1,c2) | BRF_ID_REG(c3,r2)","r1=R2;r2=R7;c1=int:1;c2=int:0;c3=label@1047","benchmark_base64_roundtrip_noopt",1034
26,683000,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r1,c2) | ILT_REG_REG_INT(r2,r1,c1)","r1=R8;c1=int:1;c2=int:0;r2=R4","pos",32
27,683000,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r2,c4)","c1=int:18;c2=int:1;r1=R3;c3=int:3;r2=R9;c4=int:256","benchmark_base64_roundtrip_noopt",1003
28,683000,1,1,5,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r1,r3,c1)","r1=R4;r2=R2;c1=string@28856;c2=label@59;r3=R1","pos",48
29,683000,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | ILT_REG_REG_INT(r2,r1,c2) | BRF_ID_REG(c3,r2)","r1=R8;c1=int:0;r2=R4;c2=int:1;c3=label@48","pos",35
30,683000,4,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL2_REG_FUNC_REG_REG(r3,c2,r1,r2)","r1=R17;c1=int:256;r2=R0;r3=R11;c2=func@38792","benchmark_base64_roundtrip_noopt",747
31,683000,1,1,8,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTPCALL_REG_FUNC_REG_REG_INT(r3,c2,r4,r5,c3)","r1=R10;c1=int:256;r2=R5;r3=R7;c2=func@51584;r4=R3;r5=R6;c3=int:0","benchmark_base64_roundtrip_noopt",1016
32,683000,1,1,6,candidate,"SWAP_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ILT_REG_REG_INT(r4,r3,c2)","r1=R10;r2=R5;r3=R2;r4=R7;c1=int:1;c2=int:0","benchmark_base64_roundtrip_noopt",1031
33,683000,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3)","r1=R4;r2=R9;r3=R10;c1=int:256;r4=R5","benchmark_base64_roundtrip_noopt",1013
34,683000,1,1,7,candidate,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | ISUB_REG_REG_INT(r5,r6,c1)","r1=R9;r2=R4;r3=R10;r4=R5;r5=R2;r6=R7;c1=int:1","benchmark_base64_roundtrip_noopt",1028
35,512000,3,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | BGETU8_REG_REG_REG(r3,r4,r5) | BSETU8_REG_REG_REG(r6,r1,r3)","r1=R18;r2=R5;c1=int:1;r3=R17;r4=R0;r5=R12;r6=R6","benchmark_base64_roundtrip_noopt",476
36,512000,3,1,5,candidate,"IADD_REG_REG_REG(r1,r1,r2) | BSETU8_REG_REG_REG(r3,r4,r1) | IADD_REG_REG_INT(r4,r4,c1)","r1=R23;r2=R22;r3=R7;r4=R5;c1=int:1","benchmark_base64_roundtrip_noopt",903
37,342500,3,1,6,candidate,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c1)","r1=R9;r2=R25;r3=R10;r4=R2;r5=R11;c1=int:256","benchmark_base64_roundtrip_noopt",603
38,342000,2,1,5,candidate,"BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@930;r1=R23;r2=R13;c2=string@34032;c3=label@957","benchmark_base64_roundtrip_noopt",923
39,342000,2,1,5,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c2,r1)","r1=R23;r2=R4;c1=int:1;r3=R5;c2=label@930","benchmark_base64_roundtrip_noopt",915
40,342000,2,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R21;r2=R3;c1=int:2;r3=R22;c2=int:1;r4=R19;c3=int:4","benchmark_base64_roundtrip_noopt",797
41,342000,2,1,5,candidate,"ILT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r3,c2)","r1=R23;r2=R5;c1=label@930;r3=R13;c2=string@34032","benchmark_base64_roundtrip_noopt",919
42,342000,2,1,5,candidate,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R3;r2=R21;r3=R17;c1=int:256;r4=R0","benchmark_base64_roundtrip_noopt",744
43,341500,2,1,5,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r2,c2) | BR_ID(c3)","r1=R4;c1=int:3;r2=R5;c2=int:4;c3=label@377","benchmark_base64_roundtrip_noopt",552
44,341500,2,1,4,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r3,c1) | ILT_REG_REG_REG(r2,r1,r2)","r1=R5;c1=int:1;r2=R23;r3=R4","benchmark_base64_roundtrip_noopt",911
45,341500,2,1,6,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r3,r1) | BSETU8_REG_REG_REG(r4,r5,r3)","r1=R22;r2=R9;c1=int:16;r3=R23;r4=R7;r5=R5","benchmark_base64_roundtrip_noopt",899
46,341000,2,1,6,candidate,"BGETU8_REG_REG_REG(r1,r2,r3) | BSETU8_REG_REG_REG(r4,r5,r1) | BR_ID(c1)","r1=R19;r2=R0;r3=R13;r4=R6;r5=R17;c1=label@520","benchmark_base64_roundtrip_noopt",499
47,341000,2,1,7,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | BGETU8_REG_REG_REG(r4,r5,r2)","c1=label@413;r1=R17;r2=R18;r3=R4;c2=int:1;r4=R8;r5=R23","benchmark_base64_roundtrip_noopt",402
48,341000,2,1,8,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | BGETU8_REG_REG_REG(r4,r5,r6)","c1=label@509;r1=R18;r2=R17;r3=R5;c2=int:2;r4=R19;r5=R0;r6=R13","benchmark_base64_roundtrip_noopt",492
49,341000,2,1,5,candidate,"BRF_ID_REG(c1,r1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2)","c1=label@877;r1=R23;r2=R13;c2=int:256;r3=R0","benchmark_base64_roundtrip_noopt",863
50,341000,2,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r4,c1)","r1=R17;r2=R15;c1=int:1;c2=label@413;r3=R18;r4=R4","benchmark_base64_roundtrip_noopt",398
51,341000,2,1,7,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r4,c3)","r1=R18;r2=R15;c1=int:1;c2=label@509;r3=R17;r4=R5;c3=int:2","benchmark_base64_roundtrip_noopt",488
52,341000,2,1,7,candidate,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IMOD_REG_REG_INT(r3,r4,c3)","r1=R23;r2=R13;c1=string@34032;c2=label@957;r3=R22;r4=R9;c3=int:16","benchmark_base64_roundtrip_noopt",926
53,341000,2,1,5,candidate,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | SETTP_REG_INT(r2,c3)","r1=R23;r2=R13;c1=string@34032;c2=label@877;c3=int:256","benchmark_base64_roundtrip_noopt",859
54,171500,2,1,5,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4)","r1=R25;c1=int:256;r2=R9;r3=R10;r4=R2","benchmark_base64_roundtrip_noopt",600
