rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1875200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3) | BTOI_REG(r2)","c1=label@563;r1=R11;r2=R12;r3=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",530
2,1875200,1,1,3,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R12;c1=int:0;c2=label@547","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",536
3,1875200,1,1,5,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r3,r4)","r1=R11;r2=R3;c1=label@563;r3=R12;r4=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",527
4,1875200,1,1,3,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1)","r1=R12;r2=R1;c1=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",533
5,1805000,1,1,6,candidate,"COPYATTR1_REG_REG_INT(r1,r2,c1) | COPYATTR1_REG_REG_INT(r3,r4,c1) | BR_ID(c2)","r1=R1;r2=R9;c1=int:1;r3=R3;r4=R10;c2=label@527","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",553
6,1805000,1,1,5,candidate,"RELINKREF_REG_REG(r1,r2) | COPYATTR1_REG_REG_INT(r3,r4,c1) | COPYATTR1_REG_REG_INT(r2,r1,c1)","r1=R10;r2=R3;r3=R1;r4=R9;c1=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",550
7,1805000,1,1,5,candidate,"RELINKREF_REG_REG(r1,r2) | RELINKREF_REG_REG(r3,r4) | COPYATTR1_REG_REG_INT(r2,r1,c1)","r1=R9;r2=R1;r3=R10;r4=R3;c1=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",547
8,842700,11,1,4,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R18;c1=int:256;r2=R2;r3=R3","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",411
9,284300,2,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r2,r3)","r1=R20;c1=int:18;c2=int:1;r2=R8;r3=R9","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",442
10,281000,2,1,7,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5)","r1=R18;c1=int:18;c2=int:1;r2=R8;r3=R2;r4=R3;r5=R4","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",330
11,280900,1,1,5,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | REFVALID_REG_REG(r5,r3)","r1=R1;r2=R15;r3=R3;r4=R16;r5=R11","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",521
12,280900,1,1,4,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1) | BRF_ID_REG(c1,r3)","r1=R3;r2=R16;r3=R11;c1=label@563","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",524
13,280900,1,1,4,candidate,"NULLN_REG_REG(r1,r2) | COPY_REG_REG(r1,r3) | COPY_REG_REG(r2,r4)","r1=R1;r2=R3;r3=R15;r4=R16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",518
14,280900,1,1,5,candidate,"NULLN_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R11;r2=R16;r3=R35;c1=int:256;r4=R37","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",583
15,280900,1,1,8,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | SETTP_REG_INT(r7,c1)","r1=R21;r2=R22;r3=R23;r4=R6;r5=R11;r6=R16;r7=R35;c1=int:256","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",578
16,280900,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r1,r2) | COPY_REG_REG(r1,r3)","c1=int:18;c2=int:1;r1=R1;r2=R3;r3=R15","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",514
17,280900,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6)","c1=int:18;c2=int:1;r1=R21;r2=R22;r3=R23;r4=R6;r5=R11;r6=R16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",574
18,280900,1,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL3_REG_FUNC_REG_REG_REG(r3,c2,r4,r1,r2)","r1=R37;c1=int:256;r2=R36;r3=R7;c2=func@31432;r4=R35","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",589
19,280900,5,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r3,c2,r4,r5,r1,r2)","r1=R3;c1=int:256;r2=R4;r3=R8;c2=func@23568;r4=R18;r5=R2","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",417
20,210700,1,1,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | RET_INT(c1)","r1=R9;r2=R10;c1=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",566
21,210700,1,1,2,candidate,"UNLINKN_REG_REG(r1,r2) | ENDLIFE_REG(r2) | ENDLIFE_REG(r1)","r1=R10;r2=R9","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",563
22,70200,1,1,6,candidate,"BRF_ID_REG(c1,r1) | RELINKREF_REG_REG(r2,r3) | RELINKREF_REG_REG(r4,r5)","c1=label@703;r1=R7;r2=R28;r3=R36;r4=R27;r5=R37","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",601
23,70200,1,1,7,candidate,"COPYATTR1_REG_REG_INT(r1,r2,c1) | COPYATTR1_REG_REG_INT(r3,r4,c1) | COPYATTR1_REG_REG_INT(r5,r6,c1)","r1=R6;r2=R28;c1=int:1;r3=R11;r4=R27;r5=R16;r6=R26","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",613
24,70200,1,1,7,candidate,"COPYATTR1_REG_REG_INT(r1,r2,c1) | COPYATTR1_REG_REG_INT(r3,r4,c1) | SETTP_REG_INT(r5,c2)","r1=R11;r2=R27;c1=int:1;r3=R16;r4=R26;r5=R35;c2=int:256","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",617
25,70200,1,1,6,candidate,"COPYATTR1_REG_REG_INT(r1,r2,c1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2)","r1=R16;r2=R26;c1=int:1;r3=R35;c2=int:256;r4=R6","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",621
26,70200,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | RET_INT(c3)","r1=R12;c1=int:0;c2=label@547;c3=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",538
27,70200,1,1,7,candidate,"RELINKREF_REG_REG(r1,r2) | COPYATTR1_REG_REG_INT(r3,r4,c1) | COPYATTR1_REG_REG_INT(r5,r6,c1)","r1=R26;r2=R38;r3=R6;r4=R28;c1=int:1;r5=R11;r6=R27","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r12-combined/list.rxas",610
