workload,runtime,variant,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness,benchmark_metric,benchmark_unit
rexxcps,rxbvm,original,process,recorded,1,8466646000,0,pass,1182173,cREXX clauses per second
