rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,685000,6,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@831;r1=R20;r2=R21;r3=R17;c2=int:0;c3=label@802","benchmark_base64_roundtrip_opt",788
2,685000,6,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R20;r2=R10;c1=int:0;c2=label@831;r3=R21;r4=R17","benchmark_base64_roundtrip_opt",784
3,685000,6,1,7,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | BGE_ID_REG_INT(c2,r3,c3)","r1=R17;r2=R1;c1=int:1;r3=R9;r4=R19;c2=label@774;c3=int:0","benchmark_base64_roundtrip_opt",759
4,685000,6,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3)","r1=R13;c1=int:0;r2=R16;c2=string@256;r3=R20;r4=R1;c3=int:1","benchmark_base64_roundtrip_opt",727
5,685000,6,1,6,candidate,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R16;c1=string@256;r2=R20;r3=R1;c2=int:1;c3=label@743","benchmark_base64_roundtrip_opt",730
6,685000,6,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3)","r1=R11;c1=string@48912;r2=R13;c2=int:0;r3=R16;c3=string@256","benchmark_base64_roundtrip_opt",724
7,685000,6,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9)","r1=R9;r2=R10;r3=R12;r4=R14;r5=R15;r6=R17;r7=R19;r8=R18;r9=R41","benchmark_base64_roundtrip_opt",712
8,685000,6,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4)","r1=R18;r2=R17;r3=R16;r4=R10;r5=R15;c1=int:1","benchmark_base64_roundtrip_opt",824
9,685000,6,1,5,candidate,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R14;r2=R11;r3=R20;c1=int:1;c2=label@756","benchmark_base64_roundtrip_opt",743
10,685000,6,1,6,candidate,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3)","r1=R19;r2=R18;r3=R17;r4=R1;c1=int:1;r5=R9","benchmark_base64_roundtrip_opt",756
11,683000,4,1,5,candidate,"BRT_ID_REG(c1,r1) | SEQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@1220;r1=R34;r2=R36;c2=string@256;c3=label@1231","benchmark_base64_roundtrip_opt",1213
12,683000,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1)","r1=R38;c1=int:1;r2=R35;r3=R36;r4=R34","benchmark_base64_roundtrip_opt",1231
13,683000,4,1,6,candidate,"LOAD_REG_STRING(r1,c1) | SEQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2)","r1=R36;c1=string@45544;r2=R34;r3=R35;c2=string@256;c3=label@1220","benchmark_base64_roundtrip_opt",1206
