sequence,vm_mode,phase,round,position,cell,vm_binary,image,library,native_cps,process_real_s,effective_count,pass,started_utc,ended_utc,stdout,stderr
1,rxvm,warmup,0,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1204113,8.32,100,1,2026-07-19T20:27:16Z,2026-07-19T20:27:24Z,raw/001-rxvm-warmup-r00-p1-cellA.stdout.txt,raw/001-rxvm-warmup-r00-p1-cellA.stderr.txt
2,rxvm,warmup,0,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1211566,8.54,100,1,2026-07-19T20:27:24Z,2026-07-19T20:27:33Z,raw/002-rxvm-warmup-r00-p2-cellB.stdout.txt,raw/002-rxvm-warmup-r00-p2-cellB.stderr.txt
3,rxvm,warmup,0,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1197160,8.37,100,1,2026-07-19T20:27:33Z,2026-07-19T20:27:41Z,raw/003-rxvm-warmup-r00-p3-cellC.stdout.txt,raw/003-rxvm-warmup-r00-p3-cellC.stderr.txt
4,rxbvm,warmup,0,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1205695,8.59,100,1,2026-07-19T20:27:41Z,2026-07-19T20:27:50Z,raw/004-rxbvm-warmup-r00-p1-cellC.stdout.txt,raw/004-rxbvm-warmup-r00-p1-cellC.stderr.txt
5,rxbvm,warmup,0,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1170884,8.55,100,1,2026-07-19T20:27:50Z,2026-07-19T20:27:59Z,raw/005-rxbvm-warmup-r00-p2-cellB.stdout.txt,raw/005-rxbvm-warmup-r00-p2-cellB.stderr.txt
6,rxbvm,warmup,0,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1167715,8.58,100,1,2026-07-19T20:27:59Z,2026-07-19T20:28:07Z,raw/006-rxbvm-warmup-r00-p3-cellA.stdout.txt,raw/006-rxbvm-warmup-r00-p3-cellA.stderr.txt
7,rxvm,recorded,1,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1179707,8.49,100,1,2026-07-19T20:28:07Z,2026-07-19T20:28:16Z,raw/007-rxvm-recorded-r01-p1-cellA.stdout.txt,raw/007-rxvm-recorded-r01-p1-cellA.stderr.txt
8,rxvm,recorded,1,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1168354,8.57,100,1,2026-07-19T20:28:16Z,2026-07-19T20:28:24Z,raw/008-rxvm-recorded-r01-p2-cellB.stdout.txt,raw/008-rxvm-recorded-r01-p2-cellB.stderr.txt
9,rxvm,recorded,1,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1195713,8.38,100,1,2026-07-19T20:28:24Z,2026-07-19T20:28:33Z,raw/009-rxvm-recorded-r01-p3-cellC.stdout.txt,raw/009-rxvm-recorded-r01-p3-cellC.stderr.txt
10,rxbvm,recorded,1,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1149793,8.71,100,1,2026-07-19T20:28:33Z,2026-07-19T20:28:41Z,raw/010-rxbvm-recorded-r01-p1-cellA.stdout.txt,raw/010-rxbvm-recorded-r01-p1-cellA.stderr.txt
11,rxbvm,recorded,1,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1160858,8.63,100,1,2026-07-19T20:28:41Z,2026-07-19T20:28:50Z,raw/011-rxbvm-recorded-r01-p2-cellB.stdout.txt,raw/011-rxbvm-recorded-r01-p2-cellB.stderr.txt
12,rxbvm,recorded,1,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1152563,8.69,100,1,2026-07-19T20:28:50Z,2026-07-19T20:28:59Z,raw/012-rxbvm-recorded-r01-p3-cellC.stdout.txt,raw/012-rxbvm-recorded-r01-p3-cellC.stderr.txt
13,rxbvm,recorded,2,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1141059,8.78,100,1,2026-07-19T20:28:59Z,2026-07-19T20:29:08Z,raw/013-rxbvm-recorded-r02-p1-cellB.stdout.txt,raw/013-rxbvm-recorded-r02-p1-cellB.stderr.txt
14,rxbvm,recorded,2,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1164323,8.60,100,1,2026-07-19T20:29:08Z,2026-07-19T20:29:16Z,raw/014-rxbvm-recorded-r02-p2-cellC.stdout.txt,raw/014-rxbvm-recorded-r02-p2-cellC.stderr.txt
15,rxbvm,recorded,2,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1130809,8.86,100,1,2026-07-19T20:29:16Z,2026-07-19T20:29:25Z,raw/015-rxbvm-recorded-r02-p3-cellA.stdout.txt,raw/015-rxbvm-recorded-r02-p3-cellA.stderr.txt
16,rxvm,recorded,2,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1143032,8.76,100,1,2026-07-19T20:29:25Z,2026-07-19T20:29:34Z,raw/016-rxvm-recorded-r02-p1-cellB.stdout.txt,raw/016-rxvm-recorded-r02-p1-cellB.stderr.txt
17,rxvm,recorded,2,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1102613,9.08,100,1,2026-07-19T20:29:34Z,2026-07-19T20:29:43Z,raw/017-rxvm-recorded-r02-p2-cellC.stdout.txt,raw/017-rxvm-recorded-r02-p2-cellC.stderr.txt
18,rxvm,recorded,2,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1000464,10.01,100,1,2026-07-19T20:29:43Z,2026-07-19T20:29:53Z,raw/018-rxvm-recorded-r02-p3-cellA.stdout.txt,raw/018-rxvm-recorded-r02-p3-cellA.stderr.txt
19,rxvm,recorded,3,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1147750,8.73,100,1,2026-07-19T20:29:53Z,2026-07-19T20:30:02Z,raw/019-rxvm-recorded-r03-p1-cellC.stdout.txt,raw/019-rxvm-recorded-r03-p1-cellC.stderr.txt
20,rxvm,recorded,3,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1172045,8.55,100,1,2026-07-19T20:30:02Z,2026-07-19T20:30:10Z,raw/020-rxvm-recorded-r03-p2-cellA.stdout.txt,raw/020-rxvm-recorded-r03-p2-cellA.stderr.txt
21,rxvm,recorded,3,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1225873,8.17,100,1,2026-07-19T20:30:10Z,2026-07-19T20:30:18Z,raw/021-rxvm-recorded-r03-p3-cellB.stdout.txt,raw/021-rxvm-recorded-r03-p3-cellB.stderr.txt
22,rxbvm,recorded,3,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1157631,8.65,100,1,2026-07-19T20:30:18Z,2026-07-19T20:30:27Z,raw/022-rxbvm-recorded-r03-p1-cellC.stdout.txt,raw/022-rxbvm-recorded-r03-p1-cellC.stderr.txt
23,rxbvm,recorded,3,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1181851,8.48,100,1,2026-07-19T20:30:27Z,2026-07-19T20:30:36Z,raw/023-rxbvm-recorded-r03-p2-cellA.stdout.txt,raw/023-rxbvm-recorded-r03-p2-cellA.stderr.txt
24,rxbvm,recorded,3,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1134405,8.83,100,1,2026-07-19T20:30:36Z,2026-07-19T20:30:45Z,raw/024-rxbvm-recorded-r03-p3-cellB.stdout.txt,raw/024-rxbvm-recorded-r03-p3-cellB.stderr.txt
25,rxbvm,recorded,4,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1151361,8.70,100,1,2026-07-19T20:30:45Z,2026-07-19T20:30:53Z,raw/025-rxbvm-recorded-r04-p1-cellC.stdout.txt,raw/025-rxbvm-recorded-r04-p1-cellC.stderr.txt
26,rxbvm,recorded,4,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1214423,8.25,100,1,2026-07-19T20:30:53Z,2026-07-19T20:31:01Z,raw/026-rxbvm-recorded-r04-p2-cellB.stdout.txt,raw/026-rxbvm-recorded-r04-p2-cellB.stderr.txt
27,rxbvm,recorded,4,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1191692,8.41,100,1,2026-07-19T20:31:02Z,2026-07-19T20:31:10Z,raw/027-rxbvm-recorded-r04-p3-cellA.stdout.txt,raw/027-rxbvm-recorded-r04-p3-cellA.stderr.txt
28,rxvm,recorded,4,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1233211,8.13,100,1,2026-07-19T20:31:10Z,2026-07-19T20:31:18Z,raw/028-rxvm-recorded-r04-p1-cellC.stdout.txt,raw/028-rxvm-recorded-r04-p1-cellC.stderr.txt
29,rxvm,recorded,4,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1200801,8.34,100,1,2026-07-19T20:31:18Z,2026-07-19T20:31:26Z,raw/029-rxvm-recorded-r04-p2-cellB.stdout.txt,raw/029-rxvm-recorded-r04-p2-cellB.stderr.txt
30,rxvm,recorded,4,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1217561,8.23,100,1,2026-07-19T20:31:26Z,2026-07-19T20:31:35Z,raw/030-rxvm-recorded-r04-p3-cellA.stdout.txt,raw/030-rxvm-recorded-r04-p3-cellA.stderr.txt
31,rxvm,recorded,5,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1194593,8.38,100,1,2026-07-19T20:31:35Z,2026-07-19T20:31:43Z,raw/031-rxvm-recorded-r05-p1-cellA.stdout.txt,raw/031-rxvm-recorded-r05-p1-cellA.stderr.txt
32,rxvm,recorded,5,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1229462,8.15,100,1,2026-07-19T20:31:43Z,2026-07-19T20:31:51Z,raw/032-rxvm-recorded-r05-p2-cellC.stdout.txt,raw/032-rxvm-recorded-r05-p2-cellC.stderr.txt
33,rxvm,recorded,5,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1185879,8.45,100,1,2026-07-19T20:31:51Z,2026-07-19T20:32:00Z,raw/033-rxvm-recorded-r05-p3-cellB.stdout.txt,raw/033-rxvm-recorded-r05-p3-cellB.stderr.txt
34,rxbvm,recorded,5,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1177056,8.51,100,1,2026-07-19T20:32:00Z,2026-07-19T20:32:08Z,raw/034-rxbvm-recorded-r05-p1-cellA.stdout.txt,raw/034-rxbvm-recorded-r05-p1-cellA.stderr.txt
35,rxbvm,recorded,5,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1221439,8.20,100,1,2026-07-19T20:32:08Z,2026-07-19T20:32:16Z,raw/035-rxbvm-recorded-r05-p2-cellC.stdout.txt,raw/035-rxbvm-recorded-r05-p2-cellC.stderr.txt
36,rxbvm,recorded,5,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1187197,8.44,100,1,2026-07-19T20:32:16Z,2026-07-19T20:32:25Z,raw/036-rxbvm-recorded-r05-p3-cellB.stdout.txt,raw/036-rxbvm-recorded-r05-p3-cellB.stderr.txt
37,rxbvm,recorded,6,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1199841,8.35,100,1,2026-07-19T20:32:25Z,2026-07-19T20:32:33Z,raw/037-rxbvm-recorded-r06-p1-cellB.stdout.txt,raw/037-rxbvm-recorded-r06-p1-cellB.stderr.txt
38,rxbvm,recorded,6,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1180785,8.49,100,1,2026-07-19T20:32:33Z,2026-07-19T20:32:42Z,raw/038-rxbvm-recorded-r06-p2-cellA.stdout.txt,raw/038-rxbvm-recorded-r06-p2-cellA.stderr.txt
39,rxbvm,recorded,6,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/finalrun01/artifacts/candidate/library.rxbin,1229302,8.15,100,1,2026-07-19T20:32:42Z,2026-07-19T20:32:50Z,raw/039-rxbvm-recorded-r06-p3-cellC.stdout.txt,raw/039-rxbvm-recorded-r06-p3-cellC.stderr.txt
