entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,warmup,1,156154000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,warmup,2,151126000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,warmup,3,137036000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,1,127370000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,2,120058000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,3,120296000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,4,123890000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,5,151756000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,6,150476000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,7,154625000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,8,127828000,0,pass
rexxcps-opaque-heavy-retained,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,baseline,opt-retained,process,recorded,9,121001000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,warmup,1,125305000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,warmup,2,120387000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,warmup,3,116001000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,1,117037000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,2,115048000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,3,112259000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,4,108937000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,5,103810000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,6,109739000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,7,118189000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,8,124298000,0,pass
rexxcps-opaque-heavy-stripped,rexxcps-opaque-heavy,RexxCPS opaque fixed 100,candidate,opt-stripped,process,recorded,9,136802000,0,pass
