rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,245960,6,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGETUNLINK_REG_REG(r4,r3)","r1=R33;r2=R31;r3=R27;c1=int:2;r4=R26","benchmark_awfy_towers_opt",225
2,218580,12,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R17;c1=int:0;c2=label@818;r3=R6;r4=R15;c3=int:3","benchmark_awfy_towers_opt",790
3,190940,7,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R27;r2=R32;c1=int:2;r3=R25","benchmark_awfy_towers_opt",254
4,164040,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BR_ID(c2)","r1=R7;r2=R9;c1=int:1;r3=R6;c2=label@880","benchmark_awfy_towers_opt",871
5,163630,4,1,5,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R7;r2=R6;c1=int:1;r3=R12;c2=int:2","benchmark_awfy_towers_opt",920
6,136620,7,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r4,r2)","c1=label@865;r1=R1;r2=R6;r3=R15;c2=int:2;r4=R3","benchmark_awfy_towers_opt",804
7,109330,6,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R27;r2=R32;c1=int:2;r3=R31","benchmark_awfy_towers_opt",216
8,109230,6,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r2,r4)","c1=label@957;r1=R7;r2=R6;r3=R15;c2=int:2;r4=R16","benchmark_awfy_towers_opt",936
9,82050,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2)","r1=R15;c1=int:18;c2=int:1;r2=R3","benchmark_awfy_towers_opt",776
10,82050,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BRF_ID_REG(c2,r3)","r1=R6;r2=R15;c1=int:3;r3=R1;c2=label@865","benchmark_awfy_towers_opt",797
11,82050,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R1;c1=int:0;r2=R5;r3=R17;c2=label@818","benchmark_awfy_towers_opt",787
12,82050,1,1,4,candidate,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0","benchmark_awfy_towers_opt",782
13,82050,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c3)","c1=int:18;c2=int:1;r1=R3;c3=string@11","benchmark_awfy_towers_opt",778
14,82050,1,1,6,candidate,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | IEQ_REG_REG_INT(r3,r4,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0;r3=R5;r4=R17","benchmark_awfy_towers_opt",784
15,82050,4,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL3_REG_FUNC_REG_REG_REG(r3,c2,r1,r2,r4)","r1=R11;c1=int:256;r2=R8;r3=R21;c2=func@10520;r4=R20","benchmark_awfy_towers_opt",153
16,82020,1,1,6,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2)","c1=label@932;r1=R1;r2=R9;r3=R16;r4=R7;c2=int:1","benchmark_awfy_towers_opt",865
17,82020,1,1,6,candidate,"ICOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c1)","r1=R8;r2=R6;r3=R10;r4=R3;r5=R7;c1=int:1","benchmark_awfy_towers_opt",880
18,82020,3,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R1;r2=R6;c1=label@865;r3=R15;c2=int:2","benchmark_awfy_towers_opt",801
19,82020,1,1,5,candidate,"IGTE_REG_REG_REG(r1,r2,r1) | ICOPY_REG_REG(r3,r1) | BRTF_ID_ID_REG(c1,c2,r3)","r1=R6;r2=R8;r3=R5;c1=label@906;c2=label@907","benchmark_awfy_towers_opt",895
20,81960,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2)","r1=R7;c1=int:0;r2=R6;c2=int:1;r3=R5","benchmark_awfy_towers_opt",98
21,81910,3,1,3,candidate,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2)","r1=R25;r2=R27;c1=string@9","benchmark_awfy_towers_opt",246
22,81910,3,1,5,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r1)","r1=R30;r2=R31;r3=R29;r4=R32;r5=R28","benchmark_awfy_towers_opt",274
23,81910,3,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | COPY_REG_REG(r4,r3)","r1=R34;r2=R31;r3=R27;c1=int:3;r4=R25","benchmark_awfy_towers_opt",239
24,81910,3,1,4,candidate,"COPY_REG_REG(r1,r2) | NULL_REG(r3) | COPY_REG_REG(r4,r1)","r1=R29;r2=R22;r3=R31;r4=R32","benchmark_awfy_towers_opt",205
25,81910,3,1,4,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c1,r1)","r1=R25;r2=R26;c1=int:1;r3=R29","benchmark_awfy_towers_opt",302
26,81910,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | ASSERTTYPE_REG_STRING(r3,c2)","r1=R27;r2=R34;c1=int:3;r3=R25;c2=string@9","benchmark_awfy_towers_opt",242
27,81910,3,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R26;r2=R29;c1=int:1;r3=R25","benchmark_awfy_towers_opt",298
