rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2881500,12,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4)","r1=R6;r2=R20;r3=R7;r4=R3","benchmark_awfy_permute_noopt",308
2,2519500,5,1,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R4;r2=R5","benchmark_awfy_permute_noopt",478
3,2015600,4,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1)","r1=R6;r2=R12;c1=int:1;r3=R4;r4=R5","benchmark_awfy_permute_noopt",467
4,2015600,4,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2)","r1=R5;r2=R11;c1=int:2;c2=int:6","benchmark_awfy_permute_noopt",460
5,2015600,4,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2)","r1=R5;c1=int:6;r2=R6;r3=R12;c2=int:1","benchmark_awfy_permute_noopt",464
6,1440800,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R3;r2=R2;r3=R20;c1=int:1","benchmark_awfy_permute_noopt",280
7,1007801,3,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R1;r2=R5","benchmark_awfy_permute_noopt",45
8,1007800,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r1)","r1=R4;r2=R5;r3=R6;r4=R2","benchmark_awfy_permute_noopt",471
9,937001,5,1,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_permute_noopt",6
10,937001,5,1,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:18;c2=int:0","benchmark_awfy_permute_noopt",0
11,937001,5,1,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_awfy_permute_noopt",4
12,937001,5,1,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_permute_noopt",2
13,937000,4,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R1;r2=R2","benchmark_awfy_permute_noopt",204
14,936950,3,1,2,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1)","r1=R6;c1=int:18","benchmark_awfy_permute_noopt",211
15,936950,6,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R7;c1=int:1;r2=R6;c2=int:256","benchmark_awfy_permute_noopt",92
