workload,runtime,variant,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness,benchmark_metric,benchmark_unit
sieve,crexx,equivalent-port,process,warmup,1,34840375,0,pass,,
sieve,crexx,equivalent-port,process,recorded,1,31765375,0,pass,,
sieve,crexx,equivalent-port,process,recorded,2,31880833,0,pass,,
sieve,crexx,equivalent-port,process,recorded,3,30877334,0,pass,,
