phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,135863.075494228484,7537
recorded,1,5,rxbvml,channel-throughput,accepted,2805.202774520869,91259
recorded,1,6,rxbvml,channel-latency,candidate,103184.199919387349,9924
recorded,1,6,rxbvml,channel-throughput,candidate,2903.712441727255,88163
recorded,1,7,rxtvml,channel-latency,accepted,128821.235375518940,7949
recorded,1,7,rxtvml,channel-throughput,accepted,2671.034921694855,95843
recorded,1,8,rxtvml,channel-latency,candidate,134825.543120474002,7595
recorded,1,8,rxtvml,channel-throughput,candidate,2671.982799110731,95809
recorded,2,9,rxtvml,channel-latency,candidate,133768.778576094046,7655
recorded,2,9,rxtvml,channel-throughput,candidate,2641.708029347725,96907
recorded,2,10,rxtvml,channel-latency,accepted,138415.788050824543,7398
recorded,2,10,rxtvml,channel-throughput,accepted,2647.390355639665,96699
recorded,2,11,rxbvml,channel-latency,candidate,138098.449089683068,7415
recorded,2,11,rxbvml,channel-throughput,candidate,2935.880821587898,87197
recorded,2,12,rxbvml,channel-latency,accepted,130362.826225334182,7855
recorded,2,12,rxbvml,channel-throughput,accepted,3017.195658066873,84847
recorded,3,13,rxbvml,channel-latency,accepted,134295.081967213104,7625
recorded,3,13,rxbvml,channel-throughput,accepted,2904.107724245896,88151
recorded,3,14,rxbvml,channel-latency,candidate,131602.621770980593,7781
recorded,3,14,rxbvml,channel-throughput,candidate,2963.031551656288,86398
recorded,3,15,rxtvml,channel-latency,accepted,130329.642357133765,7857
recorded,3,15,rxtvml,channel-throughput,accepted,2705.130237227242,94635
recorded,3,16,rxtvml,channel-latency,candidate,137523.502551705606,7446
recorded,3,16,rxtvml,channel-throughput,candidate,2675.305674574146,95690
recorded,4,17,rxtvml,channel-latency,candidate,136752.136752136750,7488
recorded,4,17,rxtvml,channel-throughput,candidate,2662.589576377838,96147
recorded,4,18,rxtvml,channel-latency,accepted,132453.757599275646,7731
recorded,4,18,rxtvml,channel-throughput,accepted,2658.414504974143,96298
recorded,4,19,rxbvml,channel-latency,candidate,141105.139864957979,7257
recorded,4,19,rxbvml,channel-throughput,candidate,2990.549396633296,85603
recorded,4,20,rxbvml,channel-latency,accepted,131080.389144905261,7812
recorded,4,20,rxbvml,channel-throughput,accepted,2948.086047261505,86836
recorded,5,21,rxbvml,channel-latency,accepted,129440.020225003158,7911
recorded,5,21,rxbvml,channel-throughput,accepted,2869.215336852605,89223
recorded,5,22,rxbvml,channel-latency,candidate,134224.669026084681,7629
recorded,5,22,rxbvml,channel-throughput,candidate,2976.778799753486,85999
recorded,5,23,rxtvml,channel-latency,accepted,130662.243205308157,7837
recorded,5,23,rxtvml,channel-throughput,accepted,2643.180903017976,96853
recorded,5,24,rxtvml,channel-latency,candidate,124121.212121212127,8250
recorded,5,24,rxtvml,channel-throughput,candidate,2644.436869234663,96807
recorded,6,25,rxtvml,channel-latency,candidate,136442.371752165229,7505
recorded,6,25,rxtvml,channel-throughput,candidate,2569.687722714634,99623
recorded,6,26,rxtvml,channel-latency,accepted,135074.528426328994,7581
recorded,6,26,rxtvml,channel-throughput,accepted,2626.152788748577,97481
recorded,6,27,rxbvml,channel-latency,candidate,137597.420048374101,7442
recorded,6,27,rxbvml,channel-throughput,candidate,3000.292997363024,85325
recorded,6,28,rxbvml,channel-latency,accepted,136679.124399359309,7492
recorded,6,28,rxbvml,channel-throughput,accepted,2944.085378475976,86954
recorded,7,29,rxbvml,channel-latency,accepted,131433.705557694775,7791
recorded,7,29,rxbvml,channel-throughput,accepted,2953.902959672301,86665
recorded,7,30,rxbvml,channel-latency,candidate,127078.679573095054,8058
recorded,7,30,rxbvml,channel-throughput,candidate,2975.187401940845,86045
recorded,7,31,rxtvml,channel-latency,accepted,131113.956466069154,7810
recorded,7,31,rxtvml,channel-throughput,accepted,2572.269726595862,99523
recorded,7,32,rxtvml,channel-latency,candidate,134330.316148497979,7623
recorded,7,32,rxtvml,channel-throughput,candidate,2584.266260183119,99061
recorded,8,33,rxtvml,channel-latency,candidate,137063.311471021269,7471
recorded,8,33,rxtvml,channel-throughput,candidate,2583.118914282831,99105
recorded,8,34,rxtvml,channel-latency,accepted,130048.260096520200,7874
recorded,8,34,rxtvml,channel-throughput,accepted,2619.890701434800,97714
recorded,8,35,rxbvml,channel-latency,candidate,141769.347916378232,7223
recorded,8,35,rxbvml,channel-throughput,candidate,2985.666468399753,85743
recorded,8,36,rxbvml,channel-latency,accepted,133611.691022964515,7664
recorded,8,36,rxbvml,channel-throughput,accepted,2990.584332141772,85602
recorded,9,37,rxbvml,channel-latency,accepted,135575.268105388590,7553
recorded,9,37,rxbvml,channel-throughput,accepted,2918.010737367635,87731
recorded,9,38,rxbvml,channel-latency,candidate,133768.778576094046,7655
