phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,9,38,rxbvml,channel-throughput,candidate,2968.322434024396,86244
recorded,9,39,rxtvml,channel-latency,accepted,130097.827467920215,7871
recorded,9,39,rxtvml,channel-throughput,accepted,2569.894092255182,99615
recorded,9,40,rxtvml,channel-latency,candidate,137597.420048374101,7442
recorded,9,40,rxtvml,channel-throughput,candidate,2597.745238312683,98547
recorded,10,41,rxtvml,channel-latency,candidate,134790.048703435576,7597
recorded,10,41,rxtvml,channel-throughput,candidate,2513.944536098672,101832
recorded,10,42,rxtvml,channel-latency,accepted,141105.139864957979,7257
recorded,10,42,rxtvml,channel-throughput,accepted,2592.851427587534,98733
recorded,10,43,rxbvml,channel-latency,candidate,138772.191353841976,7379
recorded,10,43,rxbvml,channel-throughput,candidate,2930.168141289045,87367
recorded,10,44,rxbvml,channel-latency,accepted,137560.451370231051,7444
recorded,10,44,rxbvml,channel-throughput,accepted,2948.629348076480,86820
recorded,11,45,rxbvml,channel-latency,accepted,130645.572850216893,7838
recorded,11,45,rxbvml,channel-throughput,accepted,2956.837108305709,86579
recorded,11,46,rxbvml,channel-latency,candidate,132505.175983436842,7728
recorded,11,46,rxbvml,channel-throughput,candidate,2918.609556166133,87713
recorded,11,47,rxtvml,channel-latency,accepted,133159.947984395316,7690
recorded,11,47,rxtvml,channel-throughput,accepted,2541.094258715159,100744
recorded,11,48,rxtvml,channel-latency,candidate,126873.993309379264,8071
recorded,11,48,rxtvml,channel-throughput,candidate,2576.826678208703,99347
recorded,12,49,rxtvml,channel-latency,candidate,127490.039840637444,8032
recorded,12,49,rxtvml,channel-throughput,candidate,2552.444763500040,100296
recorded,12,50,rxtvml,channel-latency,accepted,134400.840005250036,7619
recorded,12,50,rxtvml,channel-throughput,accepted,2567.110897185203,99723
recorded,12,51,rxbvml,channel-latency,candidate,142420.027816411690,7190
recorded,12,51,rxbvml,channel-throughput,candidate,2971.250826959459,86159
recorded,12,52,rxbvml,channel-latency,accepted,129899.784346061148,7883
recorded,12,52,rxbvml,channel-throughput,accepted,2910.810933733570,87948
