workload,vm,entry,rank,opcode,count,total_ns,average_ns
Richards,rxvm,richards-c1abc,1,BRF_ID_REG,1183583,0,0
Richards,rxvm,richards-c1abc,2,LINKATTR1_REG_REG_INT,924267,0,0
Richards,rxvm,richards-c1abc,3,UNLINK_REG,908083,0,0
Richards,rxvm,richards-c1abc,4,LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT,769796,0,0
Richards,rxvm,richards-c1abc,5,IGETUNLINK_REG_REG,660030,0,0
Richards,rxbvm,richards-c1abc,1,BRF_ID_REG,1183583,0,0
Richards,rxbvm,richards-c1abc,2,LINKATTR1_REG_REG_INT,924267,0,0
Richards,rxbvm,richards-c1abc,3,UNLINK_REG,908083,0,0
Richards,rxbvm,richards-c1abc,4,LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT,769796,0,0
Richards,rxbvm,richards-c1abc,5,IGETUNLINK_REG_REG,660030,0,0
Towers,rxvm,towers-c1abc,1,LINKATTR1_REG_REG_INT,901300,0,0
Towers,rxvm,towers-c1abc,2,BRF_ID_REG,791892,0,0
Towers,rxvm,towers-c1abc,3,COPY_REG_REG,737161,0,0
Towers,rxvm,towers-c1abc,4,IEQ_REG_REG_INT,627780,0,0
Towers,rxvm,towers-c1abc,5,UNLINK_REG,464090,0,0
Towers,rxbvm,towers-c1abc,1,LINKATTR1_REG_REG_INT,901300,0,0
Towers,rxbvm,towers-c1abc,2,BRF_ID_REG,791892,0,0
Towers,rxbvm,towers-c1abc,3,COPY_REG_REG,737161,0,0
Towers,rxbvm,towers-c1abc,4,IEQ_REG_REG_INT,627780,0,0
Towers,rxbvm,towers-c1abc,5,UNLINK_REG,464090,0,0
