[0/2] Re-checking globbed directories...
[1/808] Building C object interpreter/CMakeFiles/rxbvm_core_objects.dir/rxvmload.c.o
[2/808] Building C object interpreter/CMakeFiles/rxtvm_core_objects.dir/rxvmload.c.o
[3/808] Linking C executable tests/funcvm
[4/808] Linking C static library bin/librxbvml.a
[5/808] Linking C static library bin/librxvml.a
[6/808] Linking C executable bin/rxtvm
[7/808] Linking C executable bin/rxbvm
[8/808] Creating rxvm symlink to rxbvm
[9/808] Linking C executable bin/rxc
[10/808] Linking archive-level db_decimal regression harness ...
[69/808] cREXX compile and assemble qstripcomment ...
[70/808] cREXX compile and assemble qremoveall ...
[71/808] cREXX compile and assemble fsayfmt ...
[72/808] cREXX compile and assemble lastpos ...
[73/808] cREXX compile and assemble left ...
[74/808] cREXX compile and assemble right ...
[75/808] cREXX compile and assemble raise ...
[76/808] cREXX compile and assemble reverse ...
[77/808] cREXX compile and assemble signal ...
[78/808] cREXX compile and assemble trace ...
[79/808] cREXX compile and assemble sign ...
[80/808] cREXX compile and assemble intsign ...
[81/808] cREXX compile and assemble floatsign ...
[82/808] cREXX compile and assemble space ...
[83/808] cREXX compile and assemble strip ...
[84/808] cREXX compile and assemble substr ...
[85/808] cREXX compile and assemble substro ...
[86/808] cREXX compile and assemble symbol ...
[87/808] cREXX compile and assemble time ...
[88/808] cREXX compile and assemble translate ...
[89/808] cREXX compile and assemble trunc ...
[90/808] cREXX compile and assemble floattrunc ...
[91/808] cREXX compile and assemble upper ...
[92/808] cREXX compile and assemble value ...
[93/808] cREXX compile and assemble verify ...
[94/808] cREXX compile and assemble version ...
[95/808] cREXX compile and assemble sourceinfo ...
[96/808] cREXX compile and assemble word ...
[97/808] cREXX compile and assemble words ...
[98/808] cREXX compile and assemble wordindex ...
[99/808] cREXX compile and assemble subword ...
[100/808] cREXX compile and assemble wordlength ...
[101/808] cREXX compile and assemble wordpos ...
[102/808] cREXX compile and assemble qword ...
[103/808] cREXX compile and assemble qwordlength ...
[104/808] cREXX compile and assemble qwords ...
[105/808] cREXX compile and assemble qwordindex ...
[106/808] cREXX compile and assemble qwordpos ...
[107/808] cREXX compile and assemble qsubword ...
[108/808] cREXX compile and assemble regex ...
[109/808] cREXX compile and assemble x2b ...
[110/808] cREXX compile and assemble x2c ...
[111/808] cREXX compile and assemble x2d ...
[112/808] cREXX compile and assemble random ...
[113/808] cREXX compile and assemble reradix ...
[114/808] cREXX compile and assemble sequence ...
[115/808] cREXX compile and assemble find ...
[116/808] cREXX compile and assemble index ...
[117/808] cREXX compile and assemble xrange ...
[118/808] cREXX compile and assemble parsecompile ...
[119/808] cREXX compile and assemble parsestring ...
[120/808] cREXX compile and assemble parse ...
[121/808] cREXX compile and assemble datatype ...
[122/808] cREXX compile and assemble arrayfind ...
[123/808] cREXX compile and assemble splice ...
[124/808] cREXX compile and assemble arrayinsert ...
[125/808] cREXX compile and assemble arraydelete ...
[126/808] cREXX compile and assemble arrayappend ...
[127/808] cREXX compile and assemble arrayprepend ...
[128/808] cREXX compile and assemble objectarrayinsert ...
[129/808] cREXX compile and assemble objectarraydelete ...
[130/808] cREXX compile and assemble objectarrayappend ...
[131/808] cREXX compile and assemble objectarrayprepend ...
[132/808] cREXX compile and assemble objectarraydrop ...
[133/808] cREXX compile and assemble objectarraymove ...
[134/808] cREXX compile and assemble arraypop ...
[135/808] cREXX compile and assemble arrayshift ...
[136/808] cREXX compile and assemble arrayget ...
[137/808] cREXX compile and assemble arrayset ...
[138/808] cREXX compile and assemble arraycontains ...
[139/808] cREXX compile and assemble arrayindexof ...
[140/808] cREXX compile and assemble arrayreverse ...
[141/808] cREXX compile and assemble arrayjoin ...
[142/808] cREXX compile and assemble arraysort ...
[143/808] cREXX compile and assemble arraycopy ...
[144/808] cREXX compile and assemble arraydrop ...
[145/808] cREXX compile and assemble arrayhi ...
[146/808] cREXX compile and assemble arraymove ...
[147/808] cREXX compile and assemble fmtmask ...
[148/808] cREXX compile and assemble compilemask ...
[149/808] cREXX compile and assemble runmask ...
[150/808] cREXX compile and assemble parseExec ...
[151/808] cREXX compile and assemble stem ...
[152/808] cREXX compile and assemble rxjson ...
[153/808] cREXX compile and assemble rxsocket ...
[154/808] cREXX compile and assemble rxhttp ...
[155/808] cREXX compile and assemble wordrep ...
[156/808] cREXX compile and assemble rxqueue ...
[157/808] cREXX REXX Library Archive ...
[158/808] cREXX Linked Library Image ...
[159/808] Building Add.rxbin
[160/808] Building Query.rxbin
[161/808] Building Dump.rxbin
[162/808] Building Fsay.rxbin
[163/808] Building Msay.rxbin
[164/808] Building Execio.rxbin
[165/808] Building Sortx.rxbin
[166/808] Building Sort.rxbin
[167/808] Linking C executable tests/rxc_staticlink
[168/808] Building Queue compiler exit
[169/808] Building RexxScript.rxbin
[170/808] Building Substr.rxbin
[171/808] Building Signal.rxbin
[172/808] Building Trace.rxbin
[173/808] Building Address.rxbin
[174/808] Building Parse.rxbin
[175/808] Building rxcexits.rxbin (bundled via concatenation)
[176/808] Clearing stale native-backed class library member images ...
[177/808] Clearing stale class library member images ...
[178/808] Generating tlinesz_opt.rxbin
[179/808] Building the LOADMODULE focused provider
[180/808] Generating tlinesz_noopt.rxbin
[181/808] Compiling test_reentrancy.crexx ...
[182/808] Generating we_noopt.rxbin
[183/808] cREXX compile and assemble native-backed classlib adapter Id ...
[184/808] Generating we_opt.rxbin
[185/808] Generating ts_abbrev_noopt.rxbin
[186/808] cREXX compile and assemble tinyexpr ...
[187/808] cREXX compile and assemble llm ...
[188/808] Generating ts_abbrev_opt.rxbin
[189/808] Generating ts_abs_noopt.rxbin
[190/808] Generating ts_abs_opt.rxbin
[191/808] cREXX compile and assemble ObjectIterator ...
[192/808] Generating ts_typed_numeric_noopt.rxbin
[193/808] cREXX compile and assemble ObjectPrintable ...
[194/808] cREXX compile and assemble StringIterator ...
[195/808] cREXX compile and assemble Comparator ...
[196/808] Generating ts_typed_numeric_opt.rxbin
[197/808] cREXX compile and assemble ObjectComparator ...
[198/808] cREXX compile and assemble Iterator ...
[199/808] cREXX compile and assemble Printable ...
[200/808] cREXX compile and assemble TreeMapIterator ...
[201/808] Generating ts_address_protocol_noopt.rxbin
[202/808] cREXX compile and assemble Iterable ...
[203/808] Generating ts_address_protocol_opt.rxbin
[204/808] cREXX compile and assemble ObjectIterable ...
[205/808] cREXX compile and assemble ObjectObjectTreeMapIterator ...
[206/808] Generating ts_address_noopt.rxbin
[207/808] cREXX compile and assemble StringIterable ...
[208/808] cREXX compile and assemble StringTreeSetIterator ...
[209/808] cREXX compile and assemble StringHashMapIterator ...
[210/808] cREXX compile and assemble StringHashSetIterator ...
[211/808] cREXX compile and assemble StringTreeMapIterator ...
[212/808] Generating ts_address_opt.rxbin
[213/808] cREXX compile and assemble StringObjectTreeMapIterator ...
[214/808] cREXX compile and assemble StringObjectHashMapIterator ...
[215/808] cREXX compile and assemble ObjectArrayList ...
[216/808] Generating ts_address_crexx_noopt.rxbin
[217/808] cREXX compile and assemble StringArrayList ...
[218/808] cREXX compile and assemble ArrayList ...
[219/808] cREXX compile and assemble StringTreeSet ...
[220/808] cREXX compile and assemble ObjectLinkedList ...
[221/808] cREXX compile and assemble ObjectStack ...
[222/808] cREXX compile and assemble Qfind ...
[223/808] cREXX compile and assemble ObjectObjectTreeMap ...
[224/808] cREXX compile and assemble ObjectArrayListIterator ...
[225/808] cREXX compile and assemble RexxComparator ...
[226/808] cREXX compile and assemble ArrayListIterator ...
[227/808] Generating ts_address_crexx_opt.rxbin
[228/808] cREXX compile and assemble StringArrayListIterator ...
[229/808] cREXX compile and assemble Rexx ...
[230/808] cREXX compile and assemble StringHashMap ...
[231/808] cREXX compile and assemble StringHashSet ...
[232/808] Generating ts_address_capture_noopt.rxbin
[233/808] cREXX compile and assemble StringLinkedList ...
[234/808] Generating ts_address_capture_opt.rxbin
[235/808] cREXX compile and assemble StringObjectHashMap ...
[236/808] Generating ts_address_argv_noopt.rxbin
[237/808] cREXX Linked Level G Library Image ...
[238/808] cREXX compile and assemble StringOldTreeMap ...
[239/808] cREXX compile and assemble Scanlex ...
[240/808] Generating ts_address_argv_opt.rxbin
[241/808] cREXX compile and assemble StringObjectTreeMap ...
[242/808] Generating test1_noopt.rxbin
[243/808] cREXX compile and assemble StringStack ...
[244/808] cREXX Linked Level L Library Image ...
[245/808] Generating ts_llm_ollama_noopt.rxbin
[246/808] Generating test1_opt.rxbin
[247/808] Generating ts_address_array_lifecycle_noopt.rxbin
[248/808] Generating basic_noopt.rxbin
[249/808] cREXX compile and assemble StringTreeMap ...
[250/808] cREXX compile and assemble native-backed classlib adapter KeyDB ...
[251/808] cREXX compile and assemble native-backed classlib adapter Os ...
[252/808] cREXX Linked native-backed Class Library Adapter Image ...
[253/808] Linking C executable interpreter/test_reentrancy
[254/808] Generating basic_opt.rxbin
[255/808] Generating ts_address_array_lifecycle_opt.rxbin
[256/808] cREXX compile and assemble TreeMap ...
[257/808] Generating ts_stem_errors_opt.rxbin
[258/808] Generating ts_arraysort_errors_opt.rxbin
[259/808] cREXX Linked Class Library Image ...
[260/808] Generating testid_noopt.rxbin
[261/808] Generating testid_opt.rxbin
[262/808] Generating ts_llm_ollama_opt.rxbin
[263/808] Generating decimal_gate1_common18_opt.rxbin
[264/808] Clearing stale rxfnsc runtime member images ...
[265/808] Generating crexxbrexx_opt.rxbin
[266/808] Generating ts_tinyexpr_opt.rxbin
[267/808] Generating testKeyDB_noopt.rxbin
[268/808] Generating decimal_gate1_classic9_opt.rxbin
[269/808] Generating testKeyDB_opt.rxbin
[270/808] Generating ts_address_spawn_transfer_noopt.rxbin
[271/808] Generating testrexx_noopt.rxbin
[272/808] cREXX compile and assemble rxfnsc runtime RexxClassicCharacterScan ...
[273/808] Generating math_test_opt.rxbin
[274/808] Generating cipher_test_opt.rxbin
[275/808] Generating stack_test_opt.rxbin
[276/808] Generating arrays_test_opt.rxbin
[277/808] cREXX compile and assemble rxfnsc runtime RexxClassicBitFunctions ...
[278/808] Generating ts_llm_providers_opt.rxbin
[279/808] Generating getpi_test_opt.rxbin
[280/808] Generating strings_test_opt.rxbin
[281/808] Generating llist_test_opt.rxbin
[282/808] Generating tcp_test_opt.rxbin
[283/808] Generating ts_address_spawn_transfer_opt.rxbin
[284/808] Generating keyaccess_test_opt.rxbin
[285/808] Generating testOS_opt.rxbin
[286/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifBitand ...
[287/808] Generating ts_binary_noopt.rxbin
[288/808] Generating system_test_opt.rxbin
[289/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifBitor ...
[290/808] Generating levelbfunc_opt.rxbin
[291/808] Generating concatenation_opt.rxbin
[292/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifBitxor ...
[293/808] Generating benchmark_awfy_sieve_opt.rxbin
[294/808] Generating benchmark_awfy_permute_opt.rxbin
[295/808] Generating benchmark_awfy_mandelbrot_opt.rxbin
[296/808] Generating benchmark_awfy_bounce_opt.rxbin
[297/808] Generating benchmark_awfy_storage_opt.rxbin
[298/808] cREXX compile and assemble rxfnsc runtime RexxValue ...
[299/808] Generating benchmark_awfy_towers_opt.rxbin
[300/808] Generating benchmark_awfy_list_opt.rxbin
[301/808] Generating benchmark_json_parser_opt.rxbin
[302/808] Generating benchmark_awfy_richards_opt.rxbin
[303/808] Generating benchmark_base64_roundtrip_opt.rxbin
[304/808] cREXX compile and assemble rxfnsc runtime RexxClassicState ...
[305/808] cREXX compile and assemble rxfnsc runtime RexxClassicConfig ...
[306/808] cREXX compile and assemble rxfnsc runtime RexxStem ...
[307/808] Generating testrexx_opt.rxbin
[308/808] Generating benchmark_parse_frozen_opt.rxbin
[309/808] cREXX compile and assemble rxfnsc runtime RexxClassicEncoding ...
[310/808] Generating benchmark_runner_opt.rxbin
[311/808] Generating testStringArrayList_noopt.rxbin
[312/808] Generating benchmark_parse_frozen_generic_opt.rxbin
[313/808] Generating testStringArrayList_opt.rxbin
[314/808] cREXX compile and assemble rxfnsc runtime RexxClassicCharacterOps ...
[315/808] Generating benchmark_rexxcps_levelb_opt.rxbin
[316/808] cREXX compile and assemble rxfnsc runtime RexxClassicDatatype ...
[317/808] Generating testStringHashMap_noopt.rxbin
[318/808] Generating testStringHashMap_opt.rxbin
[319/808] Generating inlining_simple_opt.rxbin
[320/808] Generating testStringHashSet_noopt.rxbin
[321/808] Generating reference_iterator_compare_rxvm_opt.rxbin
[322/808] Generating decimal_gate1_common18_opt_rxas_noopt.rxbin
[323/808] Generating benchmark_rexxcps_levelb_opaque_opt.rxbin
[324/808] Generating decimal_gate1_classic9_opt_rxas_noopt.rxbin
[325/808] cREXX compile and assemble rxfnsc runtime RexxVariablePool ...
[326/808] Generating testStringHashSet_opt.rxbin
[327/808] Generating decimal_gate1_common18_noopt.rxbin
[328/808] Generating nr10_artifact_inventory_selftest_opt.rxbin
[329/808] Generating testStringLinkedList_noopt.rxbin
[330/808] Generating decimal_gate1_classic9_noopt.rxbin
[331/808] Generating testStringLinkedList_opt.rxbin
[332/808] Generating decimal_gate1_rexxcps_family_noopt.rxbin
[333/808] Generating stringarraylist_iterator_compare_rxvm_opt.rxbin
[334/808] Generating testStringTreeMap_noopt.rxbin
[335/808] Generating stringtreemap_insert_compare_opt.rxbin
[336/808] Generating ts_binary_opt.rxbin
[337/808] Generating binary_fastpath_compare_opt.rxbin
[338/808] Generating binary_byvalue_compare_rxvm_opt.rxbin
[339/808] Generating rxjson_parser_compare_opt.rxbin
[340/808] Generating ts_c2x_noopt.rxbin
[341/808] Generating ts_c2x_opt.rxbin
[342/808] Generating nr10_lifecycle_tool_selftest_opt.rxbin
[343/808] Generating tinyexpr_dispatch_compare_opt.rxbin
[344/808] Generating decimal_gate1_rexxcps_family_opt.rxbin
[345/808] Generating ts_center_noopt.rxbin
[346/808] Generating ts_center_opt.rxbin
[347/808] Generating runtime_interface_lookup_compare_opt.rxbin
[348/808] Generating inlining_complex_opt.rxbin
[349/808] Generating testStringTreeMap_opt.rxbin
[350/808] Generating nr15_stem_semantics_rxvm_noopt.rxbin
[351/808] Generating ts_changestr_noopt.rxbin
[352/808] Generating jump_dispatch_compare_opt.rxbin
[353/808] Generating ts_changestr_opt.rxbin
[354/808] Generating testStringTreeSet_noopt.rxbin
[355/808] Generating ts_compare_noopt.rxbin
[356/808] Generating nr15_stem_access_rxvm_noopt.rxbin
[357/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifs ...
[358/808] Generating nr15_stem_access_rxvm_opt.rxbin
[359/808] Generating rxjson_numeric_materialization_compare_opt.rxbin
[360/808] Generating nr16_17_stable_state_rxvm_noopt.rxbin
[361/808] Generating ts_compare_opt.rxbin
[362/808] Generating nr15_stem_semantics_rxvm_opt.rxbin
[363/808] Generating ts_countstr_noopt.rxbin
[364/808] Generating testStringTreeSet_opt.rxbin
[365/808] Generating ts_countstr_opt.rxbin
[366/808] Generating ts_d2c_noopt.rxbin
[367/808] Generating nr16_17_stable_state_rxvm_opt.rxbin
[368/808] Generating ts_d2c_opt.rxbin
[369/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifD2x ...
[370/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifX2d ...
[371/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifAbbrev ...
[372/808] Generating ts_d2x_noopt.rxbin
[373/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifAbs ...
[374/808] Generating ts_d2x_opt.rxbin
[375/808] Generating nr10_cross_runtime_matrix_selftest_opt.rxbin
[376/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifAddress ...
[377/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifB2x ...
[378/808] Generating ts_date_noopt.rxbin
[379/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifC2x ...
[380/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifC2d ...
[381/808] Generating ts_date_opt.rxbin
[382/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifCenter ...
[383/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifChangestr ...
[384/808] Generating ts_date2_noopt.rxbin
[385/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifCompare ...
[386/808] Generating ts_date2_opt.rxbin
[387/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifCopies ...
[388/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifCountstr ...
[389/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifD2c ...
[390/808] Generating ts_date_core_noopt.rxbin
[391/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifDatatype ...
[392/808] Generating ts_date_core_opt.rxbin
[393/808] Generating ts_delstr_noopt.rxbin
[394/808] Generating ts_delstr_opt.rxbin
[395/808] Generating ts_delword_noopt.rxbin
[396/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifDate ...
[397/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifDelstr ...
[398/808] Generating ts_delword_opt.rxbin
[399/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifDelword ...
[400/808] Generating ts_fileio_chars_noopt.rxbin
[401/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifFormat ...
[402/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifInsert ...
[403/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifLastpos ...
[404/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifLeft ...
[405/808] Generating ts_fileio_chars_opt.rxbin
[406/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifLength ...
[407/808] Generating ts_format_noopt.rxbin
[408/808] Generating ts_format_opt.rxbin
[409/808] Generating ts_fnv_noopt.rxbin
[410/808] Generating ts_fnv_opt.rxbin
[411/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifMax ...
[412/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifMin ...
[413/808] Generating ts_fsayfmt_noopt.rxbin
[414/808] Generating ts_fsayfmt_opt.rxbin
[415/808] Generating ts_insert_noopt.rxbin
[416/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifNumeric ...
[417/808] Generating ts_insert_opt.rxbin
[418/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifOverlay ...
[419/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifRandom ...
[420/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifPos ...
[421/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifReverse ...
[422/808] Generating ts_left_noopt.rxbin
[423/808] Generating ts_left_opt.rxbin
[424/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifRight ...
[425/808] Generating ts_length_noopt.rxbin
[426/808] Generating ts_length_opt.rxbin
[427/808] Generating ts_lower_noopt.rxbin
[428/808] Generating ts_lower_opt.rxbin
[429/808] Generating ts_min_max_noopt.rxbin
[430/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifSign ...
[431/808] Generating nr03_evidence_tool_selftest_opt.rxbin
[432/808] Generating ts_min_max_opt.rxbin
[433/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifSpace ...
[434/808] Generating ts_overlay_noopt.rxbin
[435/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifStrip ...
[436/808] Generating ts_overlay_opt.rxbin
[437/808] Generating ts_pos_noopt.rxbin
[438/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifSubstr ...
[439/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifSymbol ...
[440/808] Generating ts_pos_opt.rxbin
[441/808] Generating ts_qpos_noopt.rxbin
[442/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifTime ...
[443/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifTrace ...
[444/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifSubword ...
[445/808] Generating ts_qpos_opt.rxbin
[446/808] Generating ts_qlibrary_noopt.rxbin
[447/808] Generating ts_qlibrary_opt.rxbin
[448/808] Generating ts_random_noopt.rxbin
[449/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifTranslate ...
[450/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifTrunc ...
[451/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifValue ...
[452/808] Generating ts_random_opt.rxbin
[453/808] Generating ts_reverse_noopt.rxbin
[454/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifVerify ...
[455/808] Generating ts_reverse_opt.rxbin
[456/808] Generating testStringStack_noopt.rxbin
[457/808] Generating ts_regex_noopt.rxbin
[458/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifWord ...
[459/808] Generating testStringStack_opt.rxbin
[460/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifWordindex ...
[461/808] Generating testObjectCollections_noopt.rxbin
[462/808] Generating ts_regex_opt.rxbin
[463/808] Generating rxpa_dynlink_run_opt.rxbin
[464/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifWordlength ...
[465/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifWords ...
[466/808] Generating ts_right_noopt.rxbin
[467/808] Generating ts_right_opt.rxbin
[468/808] Generating testObjectCollections_opt.rxbin
[469/808] Generating rxpa_signal_funcs_dynamic_opt.rxbin
[470/808] Generating ts_sign_noopt.rxbin
[471/808] Generating rxpa_signal_funcs_static_opt.rxbin
[472/808] Generating rxpa_string_funcs_dynamic_opt.rxbin
[473/808] Generating ts_sign_opt.rxbin
[474/808] Generating rxpa_staticlink_run_opt.rxbin
[475/808] Generating testStringObjectMaps_noopt.rxbin
[476/808] Generating ts_space_noopt.rxbin
[477/808] Generating rxpa_string_funcs_static_opt.rxbin
[478/808] Generating rxpa_int_funcs_dynamic_opt.rxbin
[479/808] Generating ts_space_opt.rxbin
[480/808] Generating rxpa_int_funcs_static_opt.rxbin
[481/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifX2c ...
[482/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifX2b ...
[483/808] Generating ts_strip_noopt.rxbin
[484/808] Generating rxpa_float_funcs_dynamic_opt.rxbin
[485/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifXrange ...
[486/808] Generating rxpa_float_funcs_static_opt.rxbin
[487/808] Generating rxpa_array_push_funcs_dynamic_opt.rxbin
[488/808] Generating ts_strip_opt.rxbin
[489/808] Generating rxpa_array_push_funcs_static_opt.rxbin
[490/808] Generating rxpa_native_payload_funcs_dynamic_opt.rxbin
[491/808] Generating ts_symbol_noopt.rxbin
[492/808] Generating rxpa_native_unwind_funcs_static_opt.rxbin
[493/808] Generating ts_symbol_opt.rxbin
[494/808] Generating rxpa_native_payload_funcs_static_opt.rxbin
[495/808] Generating rxpa_mult_test_opt.rxbin
[496/808] Generating rxpa_native_unwind_funcs_dynamic_opt.rxbin
[497/808] cREXX compile and assemble rxfnsc runtime RexxClassicBifWordpos ...
[498/808] cREXX Linked rxfnsc Runtime Library Image ...
[499/808] Generating ts_test_noopt.rxbin
[500/808] Generating ts_test_opt.rxbin
[501/808] Clearing stale RexxScript runtime member images ...
[502/808] Generating ts_time_noopt.rxbin
[503/808] Generating testRexxValue_noopt.rxbin
[504/808] Generating testRexxValue_opt.rxbin
[505/808] Generating ts_time_opt.rxbin
[506/808] Generating testRexxRuntimePools_noopt.rxbin
[507/808] Generating testRexxRuntimePools_opt.rxbin
[508/808] Generating ts_trace_noopt.rxbin
[509/808] Generating testRexxClassicBifs_noopt.rxbin
[510/808] Generating testRexxClassicBifs_opt.rxbin
[511/808] Generating testRexxClassicBifAbbrev_noopt.rxbin
[512/808] Generating testRexxClassicBifAbbrev_opt.rxbin
[513/808] Generating testRexxClassicBifAbs_noopt.rxbin
[514/808] Generating testRexxClassicBifAbs_opt.rxbin
[515/808] Generating testStringObjectMaps_opt.rxbin
[516/808] Generating testRexxClassicBifAddress_noopt.rxbin
[517/808] Generating testRexxClassicBifAddress_opt.rxbin
[518/808] Generating testObjectObjectTreeMap_noopt.rxbin
[519/808] Generating testObjectObjectTreeMap_opt.rxbin
[520/808] Generating testRexxClassicBifB2x_noopt.rxbin
[521/808] Generating testRexxClassicBifB2x_opt.rxbin
[522/808] Generating testRexxComparator_noopt.rxbin
[523/808] Generating testRexxComparator_opt.rxbin
[524/808] Generating testRexxClassicBifBitwise_noopt.rxbin
[525/808] Generating testQfind_noopt.rxbin
[526/808] Generating testQfind_opt.rxbin
[527/808] Generating testTokenise_noopt.rxbin
[528/808] Generating testRexxClassicBifBitwise_opt.rxbin
[529/808] Generating testTokenise_opt.rxbin
[530/808] Generating testRexxClassicBifC2d_noopt.rxbin
[531/808] Generating testRexxClassicBifC2d_opt.rxbin
[532/808] Generating testJSON_opt.rxbin
[533/808] Generating testRexxClassicBifC2x_noopt.rxbin
[534/808] Generating testRexxClassicBifC2x_opt.rxbin
[535/808] Generating testRexxClassicBifCenter_noopt.rxbin
