role,runtime,workload,form,path,size_bytes,sha256
generated,netrexx,RexxCPS,class,performance/evidence/2026-07-15-nr-02-cross-runtime/rexxcps/netrexx-2.2n/rexxcps_2_2n.class,8877,9bd2902f46a4640cd37616b3f545e5d626df03d71a0fcbb7c82ae3ee032b1eab
lifecycle,crexx,Lifecycle,rxas,performance/evidence/2026-07-20-nr-10-formal-baseline/lifecycle-decimal/crexx/lifecycle_probe.rxas,3273,0ce5dde6712c192c1435a13f261a6eb0c4cee11bc8c36bf907bc3b2e9378810c
lifecycle,crexx,Lifecycle,rxbin,performance/evidence/2026-07-20-nr-10-formal-baseline/lifecycle-decimal/crexx/lifecycle_probe.rxbin,2496,19216070c4921764404dc48d2c018ad54c3e67e401cd27cd5084f501e219b2df
lifecycle,oorexx,Lifecycle,translated-image,performance/evidence/2026-07-20-nr-10-formal-baseline/lifecycle-decimal/oorexx/lifecycle_probe.orx,4820,7d36ce8c3fdab1d0e7e403418f97dc0227e655bb85bb78c4d70cd338cffd12a0
lifecycle,netrexx,Lifecycle,source-decimal,performance/evidence/2026-07-20-nr-10-formal-baseline/lifecycle-decimal/netrexx/lifecycle_probe.nrx,433,0956e59b34059cfedda15bc370b43ad6ff3a819fc142d9b886b1110f51eaf616
lifecycle,netrexx,Lifecycle,java-decimal,performance/evidence/2026-07-20-nr-10-formal-baseline/lifecycle-decimal/netrexx/lifecycle_probe.java.keep,1234,97f5d1ba158832c92b545b06d563322b2343c033b8085692537e434ec55f826d
lifecycle,netrexx,Lifecycle,class-decimal,performance/evidence/2026-07-20-nr-10-formal-baseline/lifecycle-decimal/netrexx/lifecycle_probe.class,1328,a878ad722e00495998bc37bbabe65d707b99094db5091e82972ce29919e2b57f
control,native-c,Mechanical,source,performance/evidence/2026-07-20-nr-10-formal-baseline/controls/rexxcps_mechanical.c,2155,5266fb6498167dbc2cf48fa1f81ca8c1ff6511bc2d21e5bb223f46aca3ddc869
control,native-c,Mechanical,executable,performance/evidence/2026-07-20-nr-10-formal-baseline/controls/build/rexxcps_mechanical,33616,7be6eab5aa5dbac180b608d6eb4cb24e3b46cd79d9a53c7a8b9bd0f9a5abab83
control,native-c,Dynamic-value,source,performance/evidence/2026-07-20-nr-10-formal-baseline/controls/rexxcps_dynamic_value.c,3486,f8adc1cc2464c9f4cc5b1541f8bd6b8d4770861ce8f156964c007c6e0eb74dda
control,native-c,Dynamic-value,executable,performance/evidence/2026-07-20-nr-10-formal-baseline/controls/build/rexxcps_dynamic_value,33960,fd8b2f29775c96e0d5c9aab838377d2608b6b5284530bf3805a57f503573a457
