Analysis of sampling smoke (pid 1654) every 1 millisecond
Process:         smoke [1654]
Path:            /private/var/folders/*/smoke
Load Address:    0x109fe8000
Identifier:      smoke
Version:         0
Code Type:       X86-64
Platform:        macOS
Parent Process:  Python [1287]
Target Type:     live task

Date/Time:       2026-09-15 20:03:54.595 +0000
Launch Time:     2026-09-15 20:00:54.069 +0000
OS Version:      macOS 15.7.9 (24G830)
Report Version:  7
Analysis Tool:   /usr/bin/sample

Physical footprint:         39.6M
Physical footprint (peak):  52.6M
Idle exit:                  untracked
----

Call graph:
    2403 Thread_8530   DispatchQueue_1: com.apple.main-thread  (serial)
    + 2403 start  (in dyld) + 3056  [0x7ff81b5e1530]
    0x7ff82e4a7000 -     0x7ff82e4ae0ef  com.apple.ColorSyncLegacy (4.13.0 - 1) <626805D9-7A8E-3CF3-968A-B729416174E2> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ColorSyncLegacy.framework/Versions/A/ColorSyncLegacy
    0x7ff82e4af000 -     0x7ff82e4b8b77  com.apple.QD (4.0 - 451) <A7F60809-EEDA-322F-AD31-6BAEEF2131E0> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/QD.framework/Versions/A/QD
    0x7ff82e4b9000 -     0x7ff82e4c6237  com.apple.perfdata (1.0 - 121) <DBAC87EC-ADBF-3EB4-B819-E3396514750C> /System/Library/PrivateFrameworks/perfdata.framework/Versions/A/perfdata
    0x7ff82e4c7000 -     0x7ff82e4d52c4  libperfcheck.dylib (46) <D360D19B-4A2B-305A-BF37-821F66E5E54C> /usr/lib/libperfcheck.dylib
    0x7ff82e4d6000 -     0x7ff82e4e4bd7  com.apple.Kerberos (3.0 - 1) <73C9BD69-6864-383F-A0C8-5A382DD49759> /System/Library/Frameworks/Kerberos.framework/Versions/A/Kerberos
    0x7ff82e4e5000 -     0x7ff82e52d38f  com.apple.GSS (4.0 - 2.0) <FD997F94-F512-3B7B-B8C8-D8268300EFC1> /System/Library/Frameworks/GSS.framework/Versions/A/GSS
    0x7ff82e52e000 -     0x7ff82e53c59b  com.apple.CommonAuth (4.0 - 2.0) <D6ED06B0-ACCF-3D88-95F5-B656512A89F9> /System/Library/PrivateFrameworks/CommonAuth.framework/Versions/A/CommonAuth
    0x7ff82e6a4000 -     0x7ff82e6acf38  com.apple.CorePhoneNumbers (1.0 - 1) <D747886C-FB69-3D06-AA53-4661C0857029> /System/Library/PrivateFrameworks/CorePhoneNumbers.framework/Versions/A/CorePhoneNumbers
    0x7ff82f9ad000 -     0x7ff82fa635f3  com.apple.Bluetooth (1.0 - 1) <53D10796-3B4A-38AD-8639-144674335F52> /System/Library/Frameworks/IOBluetooth.framework/Versions/A/IOBluetooth
    0x7ff82fb6e000 -     0x7ff82fb8ad0d  com.apple.MetalKit (168.8 - 168.8) <C73101F8-7A66-3E83-8588-6625405090D7> /System/Library/Frameworks/MetalKit.framework/Versions/A/MetalKit
    0x7ff82fc2a000 -     0x7ff82fcff767  com.apple.combine (1.0 - 3022) <79B3DFA5-7837-3383-9F34-768C7506CF2B> /System/Library/Frameworks/Combine.framework/Versions/A/Combine
    0x7ff8319a1000 -     0x7ff8319b0fc7  com.apple.SpeechRecognitionCore (6.3.30.11 - 6.3.30.11) <B07FD4C5-0727-3139-BB9F-30B5889B37C8> /System/Library/PrivateFrameworks/SpeechRecognitionCore.framework/Versions/A/SpeechRecognitionCore
    0x7ff8319b1000 -     0x7ff8319b7037  com.apple.speech.recognition.framework (6.0.4 - 6.0.4) <99D89F78-E804-3A51-ADC4-53171492D487> /System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/SpeechRecognition.framework/Versions/A/SpeechRecognition
    0x7ff831d37000 -     0x7ff831d53c4b  com.apple.Accessibility (1.0 - 1) <A0F88FD6-1B01-3CA5-A5A5-39C667490197> /System/Library/Frameworks/Accessibility.framework/Versions/A/Accessibility
    0x7ff831d93000 -     0x7ff831d9388f  com.apple.Accelerate.vecLib (3.11 - vecLib 3.11) <1CF10DDD-B162-3A39-8F51-0801267B0A6F> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/vecLib
    0x7ff831dbc000 -     0x7ff831dbc9af  com.apple.CoreServices (1226 - 1226) <69605932-13FF-3EEF-A209-735EF2521787> /System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices
    0x7ff832068000 -     0x7ff832068437  com.apple.Accelerate (1.11 - Accelerate 1.11) <19FE3E25-5E58-33D8-8887-C696D3D7083B> /System/Library/Frameworks/Accelerate.framework/Versions/A/Accelerate
    0x7ff8320b5000 -     0x7ff8320c82ce  com.apple.MediaAccessibility (1.0 - 153) <6C0EF1A6-5ACF-3399-A2B3-8D8CFD644224> /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/MediaAccessibility
    0x7ff8326d4000 -     0x7ff8326d440f  libswiftFoundation.dylib (2000) <88E7F6F9-3C05-316A-A7EE-A79ECDFAD238> /usr/lib/swift/libswiftFoundation.dylib
    0x7ff832c26000 -     0x7ff832d11256  com.apple.CoreBluetooth (186.4.0.0.2) <972A769D-AEBA-3310-A220-B6357F959916> /System/Library/Frameworks/CoreBluetooth.framework/Versions/A/CoreBluetooth
    0x7ff832d21000 -     0x7ff832d4f140  com.apple.PowerLog (1.0 - 1) <6AC81A04-1BCE-387B-9D03-FB7E207C7123> /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/PowerLog
    0x7ff832d5d000 -     0x7ff832e02550  com.apple.DiscRecording (9.0.3 - 9030.4.5) <C8BE0119-F469-3173-A5C7-399381A5189C> /System/Library/Frameworks/DiscRecording.framework/Versions/A/DiscRecording
    0x7ff832e03000 -     0x7ff832e350df  com.apple.MediaKit (16 - 938) <32B86E80-C630-3F0E-AB79-5AA28AF1AE9B> /System/Library/PrivateFrameworks/MediaKit.framework/Versions/A/MediaKit
    0x7ff833b9a000 -     0x7ff833baef88  libswiftDispatch.dylib (54) <F2B2C07D-B048-3C20-90EC-79C49347290F> /usr/lib/swift/libswiftDispatch.dylib
    0x7ff833e10000 -     0x7ff833edd3bb  com.apple.FrontBoardServices (943.6.1 - 943.6.1) <D9199189-80E7-3866-88CD-D672D1C297AC> /System/Library/PrivateFrameworks/FrontBoardServices.framework/Versions/A/FrontBoardServices
    0x7ff833ede000 -     0x7ff833f508ea  com.apple.BoardServices (1.0 - 694.5.5) <63C22CB9-5447-3F5E-841B-30E85E1798A2> /System/Library/PrivateFrameworks/BoardServices.framework/Versions/A/BoardServices
    0x7ff833f8b000 -     0x7ff833f96e2e  com.apple.GraphicsServices (1.0 - 1.0) <E19FD03A-1AB6-3449-B686-C3B2C004640F> /System/Library/PrivateFrameworks/GraphicsServices.framework/Versions/A/GraphicsServices
    0x7ff83430d000 -     0x7ff83432c159  com.apple.DebugSymbols (216 - 217) <878AC50E-DD1F-3D7F-9969-F63975E7EB28> /System/Library/PrivateFrameworks/DebugSymbols.framework/Versions/A/DebugSymbols
    0x7ff83432d000 -     0x7ff83443ee4f  com.apple.CoreSymbolication (16.0 - 64570.35.1) <D5E07D20-AD3D-3268-93EC-0D8D910F7B5E> /System/Library/PrivateFrameworks/CoreSymbolication.framework/Versions/A/CoreSymbolication
    0x7ff83443f000 -     0x7ff834448d52  com.apple.CoreTime (334.0.4.1) <CECB4900-2CAE-3746-A3F2-449ABF0BE552> /System/Library/PrivateFrameworks/CoreTime.framework/Versions/A/CoreTime
    0x7ff835b40000 -     0x7ff835b99e43  com.apple.BackBoardServices (1.0 - 1.0) <1AAE1DE2-465A-38DB-8273-E08FA46F4213> /System/Library/PrivateFrameworks/BackBoardServices.framework/Versions/A/BackBoardServices
    0x7ff835b9a000 -     0x7ff835bd3ebf  com.apple.LDAPFramework (2.4.28 - 194.5) <FA351FF9-9D70-31D5-BE10-2157EE9E494D> /System/Library/Frameworks/LDAP.framework/Versions/A/LDAP
    0x7ff835bd4000 -     0x7ff835bd555b  com.apple.TrustEvaluationAgent (2.0 - 38) <ECB266BD-2CB6-3B51-8330-01785B742953> /System/Library/PrivateFrameworks/TrustEvaluationAgent.framework/Versions/A/TrustEvaluationAgent
    0x7ff835d08000 -     0x7ff835db13c6  com.apple.DiskImagesFramework (671.140.2.700.3 - 671.140.2.700.3) <81A3DA69-2B8F-3AD9-B927-07A4F2EC2C6F> /System/Library/PrivateFrameworks/DiskImages.framework/Versions/A/DiskImages
    0x7ff835eb5000 -     0x7ff835f3829f  libcurl.4.dylib (160.0.0.704.2) <9681BE75-7F09-338D-8205-3502EA90C98A> /usr/lib/libcurl.4.dylib
    0x7ff836232000 -     0x7ff83623294f  com.apple.ApplicationServices (48 - 65) <52E77B3A-75FC-3E45-A5B9-7B21A55E60A1> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/ApplicationServices
    0x7ff836665000 -     0x7ff836665417  libHeimdalProxy.dylib (87.100.1) <F508D956-3319-3903-90C4-3BB05BB51B14> /System/Library/Frameworks/Kerberos.framework/Versions/A/Libraries/libHeimdalProxy.dylib
    0x7ff836666000 -     0x7ff836666532  com.apple.audio.units.AudioUnit (1.14 - 1.14) <2680DD3B-0CFE-3308-BB97-90EB5BDC666A> /System/Library/Frameworks/AudioUnit.framework/Versions/A/AudioUnit
    0x7ff83670d000 -     0x7ff83671060d  libswiftObjectiveC.dylib (940.4) <60939EB3-6F6B-3070-9218-4406211109AD> /usr/lib/swift/libswiftObjectiveC.dylib
    0x7ff836711000 -     0x7ff836728d2b  libswiftos.dylib (1062.100.1) <4189174C-D6F2-307C-812D-972CD16B6E56> /usr/lib/swift/libswiftos.dylib
    0x7ff838afe000 -     0x7ff838bae1fe  com.apple.audio.midi.CoreMIDI (2.0 - 88) <4A3A0872-CC95-3760-905A-42757E071EDE> /System/Library/Frameworks/CoreMIDI.framework/Versions/A/CoreMIDI
    0x7ff839540000 -     0x7ff8395440d7  com.apple.IOSurfaceAccelerator (1.0.0 - 1.0.0) <DFE07F0C-0052-3FA4-9CBD-AE4D5B181B6B> /System/Library/PrivateFrameworks/IOSurfaceAccelerator.framework/Versions/A/IOSurfaceAccelerator
    0x7ff91c3a2000 -     0x7ff91c4e4a25  com.apple.RenderBox (6.5.1 - 6.5.1) <22B51ABB-7A73-3B2C-8EF8-02D9F484F8A8> /System/Library/PrivateFrameworks/RenderBox.framework/Versions/A/RenderBox
    0x7ff91d038000 -     0x7ff91d047217  com.apple.HID (1.0 - 1) <271E05CF-5405-388C-BC23-0088A535B9E3> /System/Library/PrivateFrameworks/HID.framework/Versions/A/HID
    0x7ff91dd26000 -     0x7ff91ddca26b  com.apple.accessibility.AXCoreUtilities (1.0 - 1) <7E0F6D5D-71B0-3DB7-B4CA-EE37CC2DAAE2> /System/Library/PrivateFrameworks/AXCoreUtilities.framework/Versions/A/AXCoreUtilities
    0x7ff91ddcb000 -     0x7ff91ddf399c  libAccessibility.dylib (3148.15.36) <7B01D70F-1CDE-3A8A-9362-D8EE5FC9414E> /usr/lib/libAccessibility.dylib
    0x7ff921386000 -     0x7ff921394974  com.apple.NetFS (6.0 - 4.0) <C841FCE3-F8AD-3A85-9CC7-6027FCFFEA79> /System/Library/Frameworks/NetFS.framework/Versions/A/NetFS
    0x7ff92184e000 -     0x7ff92184e377  libswiftCoreGraphics.dylib (17) <3DBB477D-22DE-3D2D-8326-7D1B07E399AB> /usr/lib/swift/libswiftCoreGraphics.dylib
    0x7ff92184f000 -     0x7ff921850dc7  libswiftDarwin.dylib (310.100.8.0.1) <98932259-29FC-3B05-B764-982F81024045> /usr/lib/swift/libswiftDarwin.dylib
    0x7ff9233d4000 -     0x7ff9234b682d  libquic.dylib (4277.140.33.703.1) <37906CBD-F6C9-3CF8-873E-4E67AA8817F9> /usr/lib/libquic.dylib
    0x7ff9234c0000 -     0x7ff9234e4d87  com.apple.private.SystemPolicy (1.0 - 1) <0862BAEA-6B38-3932-9553-DD4A036ABF2F> /System/Library/PrivateFrameworks/SystemPolicy.framework/Versions/A/SystemPolicy
    0x7ff9241ce000 -     0x7ff92425baf2  com.apple.LoggingSupport (1.0 - 1643.120.5) <0259FDDC-9347-3400-A564-9090663835A2> /System/Library/PrivateFrameworks/LoggingSupport.framework/Versions/A/LoggingSupport
    0x7ff92425c000 -     0x7ff92426811f  com.apple.MallocStackLogging (1.0 - 64570.58.1) <88BD90BE-8F0A-3C64-90B5-0347B7E130AD> /System/Library/PrivateFrameworks/MallocStackLogging.framework/Versions/A/MallocStackLogging
    0x7ff92428c000 -     0x7ff9242bd2b4  libmis.dylib (436.100.18) <B3EA554A-8D26-3F36-8786-F4A04CD577D8> /usr/lib/libmis.dylib
    0x7ff9242be000 -     0x7ff9242c16f3  com.apple.gpusw.GPURawCounter (34 - 34) <5E8E0390-9FC4-3E4E-BA21-82636D67BAF4> /System/Library/PrivateFrameworks/GPURawCounter.framework/Versions/A/GPURawCounter
    0x7ff9242c2000 -     0x7ff9242db93f  libswiftCoreAudio.dylib (328.704.2) <94B57175-2531-3E40-AB9F-4662F875EC90> /usr/lib/swift/libswiftCoreAudio.dylib
    0x7ff9242dc000 -     0x7ff9242e1ff7  libswiftCoreFoundation.dylib (2401) <BDBCC9B0-74A4-305B-8C01-54F1E4115378> /usr/lib/swift/libswiftCoreFoundation.dylib
    0x7ff9242ec000 -     0x7ff924328f2a  libswiftXPC.dylib (69.120.3.701.1) <1BB2F755-2DD9-3463-A4B9-4A16E2AF52DF> /usr/lib/swift/libswiftXPC.dylib
    0x7ff924329000 -     0x7ff9243299ef  libswiftCoreImage.dylib (2) <78D95F26-9F35-3A42-B332-8B50349FF8CF> /usr/lib/swift/libswiftCoreImage.dylib
    0x7ff92432a000 -     0x7ff92432aba3  libswiftIOKit.dylib (1) <B871B7E4-3800-31A1-A6E0-A8D91C9DBAD7> /usr/lib/swift/libswiftIOKit.dylib
    0x7ff927d46000 -     0x7ff927d65aff  libswiftsimd.dylib (21) <71F73AC4-A082-3627-AF22-5F6907F2B250> /usr/lib/swift/libswiftsimd.dylib
    0x7ff927df3000 -     0x7ff927ecbaa6  com.apple.TextInput (1.0 - 1.0) <737171B7-96AF-3C77-9A13-EAAC7F4EAD5E> /System/Library/PrivateFrameworks/TextInput.framework/Versions/A/TextInput
    0x7ff929295000 -     0x7ff92929e6d8  com.apple.IOAccelMemoryInfo (1.0 - 1) <6CEDEB32-EC89-36B2-AAD7-0009B2B20A35> /System/Library/PrivateFrameworks/IOAccelMemoryInfo.framework/Versions/A/IOAccelMemoryInfo
    0x7ff92c67f000 -     0x7ff92c6bcbcd  com.apple.AttributeGraph (6.5.1 - 6.5.1) <9E0B4D64-98E6-3826-9248-FEFAF2EEEDB8> /System/Library/PrivateFrameworks/AttributeGraph.framework/Versions/A/AttributeGraph
    0x7ff9311d7000 -     0x7ff9311de090  libswiftMetal.dylib (368.53) <5CF920CA-59B1-347B-9EEA-E3202F0A9072> /usr/lib/swift/libswiftMetal.dylib
    0x7ff9352c2000 -     0x7ff93532546e  com.apple.osanalytics.OSAnalytics (1.0 - 1) <0FCC12AC-95DB-3F7F-836C-312BB534EFB6> /System/Library/PrivateFrameworks/OSAnalytics.framework/Versions/A/OSAnalytics
    0x7ff9365a6000 -     0x7ff9365a7e51  libswiftQuartzCore.dylib (4) <16644475-79E3-30F3-857B-540A57D5484A> /usr/lib/swift/libswiftQuartzCore.dylib
    0x7ff9369ac000 -     0x7ff9369b0de7  com.apple.kperf (1.0 - 1) <41D18370-ED6C-36E6-A13A-CA17D19140D8> /System/Library/PrivateFrameworks/kperf.framework/Versions/A/kperf
    0x7ff936aac000 -     0x7ff936ab0a9f  com.apple.MobileSystemServices (1.0 - 1) <EAC96578-0282-3B8A-9974-66833F356D1E> /System/Library/PrivateFrameworks/MobileSystemServices.framework/Versions/A/MobileSystemServices
    0x7ffa1ae3f000 -     0x7ffa1ae4d785  libswiftUniformTypeIdentifiers.dylib (840.9) <0BA8C13E-166E-359A-A4BC-0E44BAB7A736> /usr/lib/swift/libswiftUniformTypeIdentifiers.dylib
    0x7ffa1ae4e000 -     0x7ffa1aef80d7  libswiftAccelerate.dylib (65) <E8305BC7-9960-375D-90EC-D6A14AC915FD> /usr/lib/swift/libswiftAccelerate.dylib
    0x7ffa1b484000 -     0x7ffa1b48c664  com.apple.AFKUser (1.0 - 1) <985A2542-62F0-3D2E-8E27-6CD3DA836255> /System/Library/PrivateFrameworks/AFKUser.framework/Versions/A/AFKUser
    0x7ffa2037b000 -     0x7ffa2037cb9b  libswiftOSLog.dylib (8) <1642770F-36A4-3A27-83EE-A732303A4180> /usr/lib/swift/libswiftOSLog.dylib
    0x7ffa23ec9000 -     0x7ffa23fcfc23  com.apple.Symbolication (16.0 - 64570.58.1) <EBB91756-3900-3648-8396-69A34F2DBFF5> /System/Library/PrivateFrameworks/Symbolication.framework/Versions/A/Symbolication
    0x7ffa245d5000 -     0x7ffa245faace  com.apple.CoreMaterial (1.0 - 1) <2409C175-0BBA-3099-8392-F91AC89E220D> /System/Library/PrivateFrameworks/CoreMaterial.framework/Versions/A/CoreMaterial
    0x7ffa2831a000 -     0x7ffa28329795  com.apple.OSLog (1.0 - 1643.120.5) <87CADFD4-9736-3A67-A616-3334B68A435F> /System/Library/Frameworks/OSLog.framework/Versions/A/OSLog
    0x7ffa28545000 -     0x7ffa28635a0c  com.apple.InternalSwiftProtobuf (1.0 - 1.26.0) <78A2F639-5786-3168-BEDC-1F7DCD8FE314> /System/Library/PrivateFrameworks/InternalSwiftProtobuf.framework/Versions/A/InternalSwiftProtobuf
    0x7ffa28711000 -     0x7ffa2871c28c  com.apple.HIDDisplay (1.0 - 1) <6F48009A-3022-36A3-B8DB-57CD5978760A> /System/Library/PrivateFrameworks/HIDDisplay.framework/Versions/A/HIDDisplay
    0x7ffa2f339000 -     0x7ffa2f339b83  com.apple.FeatureFlags (1.0 - 97) <F77F66E0-3D52-37CD-83CF-15AE37ABA8A9> /System/Library/PrivateFrameworks/FeatureFlags.framework/Versions/A/FeatureFlags
    0x7ffa37750000 -     0x7ffa377752ef  libswiftSwiftOnoneSupport.dylib (6.1.2 - 6.1.2.1.101) <B3065DA6-ADD2-3806-AA3F-D3220EC5388B> /usr/lib/swift/libswiftSwiftOnoneSupport.dylib
    0x7ffa37cc2000 -     0x7ffa37cc40d7  com.apple.ConfigProfileHelper (17.1 - 1722) <1984A9DB-8A5C-3FAF-92BA-582202E37754> /System/Library/PrivateFrameworks/ConfigProfileHelper.framework/Versions/A/ConfigProfileHelper
    0x7ffb1fc07000 -     0x7ffb1fc0de13  libCoreFSCache.dylib (301) <57F43863-B758-35DD-993E-D1BC22A9EAD8> /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCoreFSCache.dylib
    0x7ffb1fc0e000 -     0x7ffb1fc12a2b  libCoreVMClient.dylib (301) <869B1E51-35AC-3271-BB03-E99F207C16A8> /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCoreVMClient.dylib
    0x7ffb1fc13000 -     0x7ffb1fc22c27  com.apple.opengl (21.1.1 - 21.1.1) <EEBF4330-76CB-3E0E-AD13-BD031235E27F> /System/Library/Frameworks/OpenGL.framework/Versions/A/OpenGL
    0x7ffb1fc23000 -     0x7ffb1fc2531b  libCVMSPluginSupport.dylib (21.1.2) <6828FA3C-67A0-3204-AC95-B3821664DE9B> /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCVMSPluginSupport.dylib
    0x7ffb1fc26000 -     0x7ffb1fc2e20f  libGFXShared.dylib (21.1.2) <CEB3FF13-179A-3AFD-AB07-31BE4C2073B9> /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGFXShared.dylib
    0x7ffb1fc2f000 -     0x7ffb1fc642ef  libGLImage.dylib (21.1.2) <72A3DF7A-B091-3854-8850-4DC5662F7142> /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLImage.dylib
    0x7ffb1fc65000 -     0x7ffb1fca2b37  libGLU.dylib (21.1.2) <B7536726-96D5-317A-8D55-4C273B787650> /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLU.dylib
    0x7ffb1fe22000 -     0x7ffb1fe2c6d3  libGL.dylib (21.1.2) <FDDB8E18-D250-310D-896A-63AB39DA3E83> /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib
    0x7ffb211d7000 -     0x7ffb2122dd27  com.apple.opencl (5.5 - 5.5) <668DF963-A778-3CD3-886E-917D7668F36C> /System/Library/Frameworks/OpenCL.framework/Versions/A/OpenCL
    0x7ffb22cbf000 -     0x7ffb22deac85  com.apple.audio.AVFAudio (1.0 - 684.701) <EF932D7A-6E6A-3DDD-8F99-898DD4B9ACAF> /System/Library/Frameworks/AVFAudio.framework/Versions/A/AVFAudio
    0x7ffb23c1a000 -     0x7ffb23c53a89  com.apple.CoreTransferable (1.0.1 - 1) <36795014-96D3-3F3C-B73A-2289EDC2653E> /System/Library/Frameworks/CoreTransferable.framework/Versions/A/CoreTransferable
    0x7ffb240c0000 -     0x7ffb240c2633  com.apple.DataDetection (8.0 - 801.2) <367842C3-9355-3067-9B26-B6FBB1C85B22> /System/Library/Frameworks/DataDetection.framework/Versions/A/DataDetection
    0x7ffb240c3000 -     0x7ffb240d8924  com.apple.dt.DeveloperToolsSupport (22.10.5 - 22.10.5) <4CC016EF-5C3C-3AB3-8731-DEC3494DD07E> /System/Library/Frameworks/DeveloperToolsSupport.framework/Versions/A/DeveloperToolsSupport
    0x7ffb241e3000 -     0x7ffb242a18d4  com.apple.ExtensionFoundation (97 - 97) <31BE9AFC-4E2B-36B0-A78C-633425B227D0> /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/ExtensionFoundation
    0x7ffb25c75000 -     0x7ffb25c92f08  com.apple.MPSBenchmarkLoop (1.0 - 1) <E00A4A0E-5EE1-38C5-A3A1-096C891E461C> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSBenchmarkLoop.framework/Versions/A/MPSBenchmarkLoop
    0x7ffb25c93000 -     0x7ffb25ca7ec9  com.apple.MPSFunctions (1.0 - 1) <B76E7719-C19C-3F7D-991F-94C47B763898> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSFunctions.framework/Versions/A/MPSFunctions
    0x7ffb28987000 -     0x7ffb28aaf7aa  com.apple.SwiftData (1.0 - 98.1) <EE426DB2-5E66-3215-9D1F-1B89A3CEECD4> /System/Library/Frameworks/SwiftData.framework/Versions/A/SwiftData
    0x7ffb28ab0000 -     0x7ffb29615493  com.apple.SwiftUICore (6.5.4 - 6.5.4) <7F3B4505-6BD8-3ACD-B019-6087D489C9C2> /System/Library/Frameworks/SwiftUICore.framework/Versions/A/SwiftUICore
    0x7ffb29616000 -     0x7ffb2962685d  com.apple.Symbols (1.0 - 167.5.0.2) <0072A322-4925-3EE8-B408-432835FE0A89> /System/Library/Frameworks/Symbols.framework/Versions/A/Symbols
    0x7ffb2dfae000 -     0x7ffb2dffd267  com.apple.AppleKeyStore (1.0 - 1.0) <C9F68BAF-8757-3680-B556-E6F91350B462> /System/Library/PrivateFrameworks/AppleKeyStore.framework/Versions/A/AppleKeyStore
    0x7ffb2e7fd000 -     0x7ffb2e814b5e  com.apple.private.AppleMobileFileIntegrity-fmk (1.0 - 1) <107C7616-5FE8-3BC3-BDFC-52F376ACB975> /System/Library/PrivateFrameworks/AppleMobileFileIntegrity.framework/Versions/A/AppleMobileFileIntegrity
    0x7ffb2ebcd000 -     0x7ffb2ebf7921  com.apple.imgaudio.AudioAnalytics (1.0 - 1) <9500F778-6897-3A3B-89C0-2FC9E5884E7A> /System/Library/PrivateFrameworks/AudioAnalytics.framework/Versions/A/AudioAnalytics
    0x7ffb31c48000 -     0x7ffb31c6e49c  com.apple.CollectionViewCore (1.0 - 1) <3474264C-457E-36AC-9270-59DCEE6E85CA> /System/Library/PrivateFrameworks/CollectionViewCore.framework/Versions/A/CollectionViewCore
    0x7ffb31c6f000 -     0x7ffb31d8e3cf  com.apple.CollectionsInternal (1.1.0 - 103.5) <73897E18-4914-3790-A6F8-C972826E630B> /System/Library/PrivateFrameworks/CollectionsInternal.framework/Versions/A/CollectionsInternal
    0x7ffb3262e000 -     0x7ffb326a745b  com.apple.audio.coreaudio.Stravinsky (1.0 - 1) <B71648FB-F7BD-37AB-BCE7-EE8E49515D31> /System/Library/PrivateFrameworks/CoreAudioOrchestration.framework/Versions/A/CoreAudioOrchestration
    0x7ffb357ca000 -     0x7ffb357efc63  com.apple.CoreUtilsExtras (7.9 - 790.22) <045E7399-43F0-3698-BFB2-6D3D1073B7A3> /System/Library/PrivateFrameworks/CoreUtilsExtras.framework/Versions/A/CoreUtilsExtras
    0x7ffb37b96000 -     0x7ffb37b96773  com.apple.FontServices (1.0 - 1) <3C42F632-ED66-3BDE-933B-AD7739FA026D> /System/Library/PrivateFrameworks/FontServices.framework/Versions/A/FontServices
    0x7ffb37b97000 -     0x7ffb37c5fdcf  libXTFontStaticRegistryData.dylib (309.6.0.2) <614A5346-A623-3189-B5F5-23F168C0311E> /System/Library/PrivateFrameworks/FontServices.framework/libXTFontStaticRegistryData.dylib
    0x7ffb37c61000 -     0x7ffb37c6d47c  com.apple.FramePacing (1.0 - 1) <9343226E-B088-333E-B8E8-6410B45A8E44> /System/Library/PrivateFrameworks/FramePacing.framework/Versions/A/FramePacing
    0x7ffb38879000 -     0x7ffb3887ec97  libGPUCompilerUtils.dylib (32023.622) <AAB9BCBA-FD0B-391A-A044-1EFC95360644> /System/Library/PrivateFrameworks/GPUCompiler.framework/Versions/32023/Libraries/libGPUCompilerUtils.dylib
    0x7ffc1df1d000 -     0x7ffc1df620df  libllvm-flatbuffers.dylib (32023.622) <F3EBED88-D384-3ECA-A695-E5ECE54DE341> /System/Library/PrivateFrameworks/GPUCompiler.framework/Versions/32023/Libraries/libllvm-flatbuffers.dylib
    0x7ffc21d49000 -     0x7ffc21da9bbf  com.apple.IO80211 (1.0 - 1) <AAF6BD71-E9EC-3D6C-B0DA-AA74E4DB8F43> /System/Library/PrivateFrameworks/IO80211.framework/Versions/A/IO80211
    0x7ffc22542000 -     0x7ffc226369cc  com.apple.InstalledContentLibrary (1.0 - 1.0) <D2B02F83-F4EB-3589-A549-05040FBDA77B> /System/Library/PrivateFrameworks/InstalledContentLibrary.framework/Versions/A/InstalledContentLibrary
    0x7ffc25019000 -     0x7ffc2504b1a6  com.apple.audio.CoreAudio.IsolatedCoreAudioClient (1.0 - 1) <9B136541-6292-330E-A128-5EA325E78A6E> /System/Library/PrivateFrameworks/IsolatedCoreAudioClient.framework/Versions/A/IsolatedCoreAudioClient
    0x7ffc263f0000 -     0x7ffc26ad29ef  com.apple.MIL (3405.2 - 3405.2.1) <828FFADD-7DCB-345B-A75A-0A7B7BFB2175> /System/Library/PrivateFrameworks/MIL.framework/Versions/A/MIL
    0x7ffc28f0d000 -     0x7ffc28f64cd9  com.apple.MessageSecurity (1.0 - 115.100.9) <7E739F96-6795-3F6A-84D1-C80AEB83EC23> /System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity
    0x7ffc2cdb3000 -     0x7ffc2ce6dfbf  com.apple.ParsingInternal (0.0.1 - 103.5) <E9DA6CC0-592C-33C6-BFBE-D1B684CC7EC7> /System/Library/PrivateFrameworks/ParsingInternal.framework/Versions/A/ParsingInternal
    0x7ffc2fab1000 -     0x7ffc2fad0006  com.apple.accessibility.PhotosensitivityProcessing (1.0 - 1) <7365F532-E3AC-3B7E-BFD8-3B714E30DE31> /System/Library/PrivateFrameworks/PhotosensitivityProcessing.framework/Versions/A/PhotosensitivityProcessing
