rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,278800,1,1,6,over_3_symbols,"BCF_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r2,r3)","c1=label@90;r1=R7;r2=R9;r3=R4;c2=int:0;r4=R6","objectarrayappend",68
2,278800,1,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1) | IADD_REG_REG_INT(r3,r3,c1)","r1=R6;r2=R10;r3=R4;c1=int:1","objectarrayappend",79
3,278800,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R6;r2=R9;r3=R4;r4=R10","objectarrayappend",75
4,278800,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | COPY_REG_REG(r3,r4)","r1=R9;r2=R4;c1=int:0;r3=R6;r4=R10","objectarrayappend",71
5,278800,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IADD_REG_REG_INT(r2,r2,c1) | BR_ID(c2)","r1=R6;r2=R4;c1=int:1;c2=label@68","objectarrayappend",82
6,245770,11,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R7;r2=R6;c1=int:1;r3=R8","benchmark_awfy_storage_opt",91
7,191131,5,2,3,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2) | SETNUMFRM_INT(c3)","c1=int:18;c2=int:0;c3=int:1","benchmark_awfy_storage_opt",0
8,191131,5,2,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_storage_opt",4
9,191131,5,2,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2) | SETNUMCAS_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_storage_opt",2
10,136520,4,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3)","r1=R14;r2=R9;r3=R0;c1=int:256;r4=R16","benchmark_awfy_storage_opt",393
11,109240,7,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4)","r1=R7;r2=R8;r3=R5;r4=R6","benchmark_awfy_storage_opt",95
12,109210,4,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r4)","r1=R4;r2=R5;r3=R9;c1=int:1;r4=R10","benchmark_awfy_storage_opt",339
13,95570,3,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","r1=R25;c1=int:18;c2=int:0","benchmark_awfy_storage_opt",283
14,95570,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","r1=R7;c1=int:1;r2=R5;c2=int:256;r3=R8","benchmark_awfy_storage_opt",103
15,95570,4,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | CALL_REG_FUNC_REG(r3,c2,r4)","r1=R5;c1=int:256;r2=R8;r3=R2;c2=func@6640;r4=R7","benchmark_awfy_storage_opt",106
16,95561,2,2,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3)","c1=int:1;c2=label@19;r1=R12;c3=int:512","benchmark_awfy_storage_opt",6
17,95560,1,1,5,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | ILT_REG_REG_INT(r1,r4,c1)","r1=R7;r2=R9;c1=int:0;r3=R3;r4=R1","objectarrayappend",28
18,95560,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | INSATTRS1_REG_REG_REG(r3,r1,r4) | ICOPY_REG_REG(r5,r1)","r1=R2;r2=R3;c1=int:1;r3=R9;r4=R1;r5=R4","objectarrayappend",54
19,95560,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | BCF_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r3,r4,c2)","r1=R7;r2=R1;c1=label@90;r3=R9;r4=R4;c2=int:0","objectarrayappend",65
20,95560,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | BCF_ID_REG(c1,r3)","r1=R4;r2=R2;r3=R7;r4=R1;c1=label@90","objectarrayappend",62
21,95560,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ILT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R3;r2=R7;r3=R1;c1=int:0;c2=label@45","objectarrayappend",32
22,95560,1,1,5,over_3_symbols,"INSATTRS1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r2) | ICOPY_REG_REG(r5,r3)","r1=R9;r2=R2;r3=R1;r4=R4;r5=R7","objectarrayappend",58
23,95560,3,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SWAP_REG_REG(r2,r3) | SETTP_REG_INT(r4,c2)","r1=R19;c1=int:3;r2=R20;r3=R15;r4=R21;c2=int:768","benchmark_awfy_storage_opt",422
