artifact,sha256
focused-source,ae2133413f33341e9c92ba8e138e846bb87f1f3931a370c0c8302262ab41dbaa
frozen-m03-rxas,8c7ad38a30c05ce7a551976da2a10d84e288db2a144249061eaef8117f183f59
m04-release-rxas,7646894cee2afb89c50366f54de4a0db610af5a181b582f662e6321e092deeb2
focused-m03-opt-rxbin,28b032b69dc2c82b5965de30e99c5cc5d9e3d3823c0879449359cbafda368d43
focused-m04-opt-rxbin,7b89ea674f0dcec4e454be8a47c1f0c536c6d28f31215865bef34d5beb35f468
focused-m04-noopt-rxbin,cd29d33cbcdbca1d1608a90429dd726548af5bf3c58d430a2a3f1675cde17d8d
richards-m03-and-m04-rxbin,bb7832ff6e936655a821af9d9dffe1de590957da39678a21188b57cebea1dab5
towers-m03-and-m04-rxbin,c29785fa1cd37c258434ec014592319057c6623daa5170d2e4e9fac0a3e90feb
rexxcps-m03-and-m04-rxbin,65d4ef30c588eee525d9f2d403871e067efb635bfdfcc82a1ed43f1925d7fd1b
