runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,20,101679000.000000,105069500.000000,110678000.000000,113227000.000000,138175000.000000,5061500.000000,4.573176,32.974936,yes
crexx,shared,assemble,20,10947000.000000,14088000.000000,15415000.000000,15918000.000000,16504000.000000,604000.000000,3.918261,36.049303,yes
crexx,rxtvm,load_first_result,20,11344000.000000,14011250.000000,15713500.000000,15783500.000000,15947000.000000,109500.000000,0.696853,29.293283,yes
crexx,rxbvm,load_first_result,20,11106000.000000,11957750.000000,14080500.000000,15763000.000000,28906000.000000,1700500.000000,12.076986,126.415965,yes
oorexx,oorexx,translate,20,12330000.000000,15318250.000000,15822500.000000,15897000.000000,32375000.000000,107000.000000,0.676252,126.686680,yes
oorexx,oorexx,load_first_result,20,10926000.000000,12715250.000000,15361500.000000,15823500.000000,41172000.000000,538000.000000,3.502262,196.894834,yes
netrexx,netrexx,compile,20,419812000.000000,425524250.000000,440326500.000000,448811500.000000,465746000.000000,9991000.000000,2.268998,10.431805,yes
netrexx,netrexx,load_first_result,20,29303000.000000,30956250.000000,31035000.000000,40080500.000000,59913000.000000,658500.000000,2.121798,98.630578,yes
