rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1365300,19,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R7;r2=R6;c1=int:1;r3=R9","benchmark_awfy_bounce_opt",283
2,1000000,2,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | UNLINK_REG(r2)","r1=R19;r2=R17;r3=R18","benchmark_awfy_bounce_opt",1049
3,1000000,2,1,4,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R18;r2=R19;c1=int:500;c2=label@1172","benchmark_awfy_bounce_opt",1095
4,1000000,2,1,4,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R19;r2=R20;c1=int:0;c2=label@1245","benchmark_awfy_bounce_opt",1176
5,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r1)","r1=R18;r2=R16;c1=int:2;r3=R19;r4=R17","benchmark_awfy_bounce_opt",1045
6,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R19;r2=R16;c1=int:1;r3=R18;c2=int:500","benchmark_awfy_bounce_opt",1091
7,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R20;r2=R16;c1=int:1;r3=R19;c2=int:0","benchmark_awfy_bounce_opt",1172
8,1000000,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | IADD_REG_REG_REG(r4,r1,r3)","r1=R17;r2=R16;c1=int:1;r3=R18;c2=int:2;r4=R19","benchmark_awfy_bounce_opt",1041
9,1000000,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r4)","r1=R17;r2=R5;r3=R16;c1=int:1;r4=R19","benchmark_awfy_bounce_opt",1055
10,1000000,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R18;r2=R17;r3=R5;r4=R16;c1=int:1","benchmark_awfy_bounce_opt",1053
11,540000,5,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | BR_ID(c1)","r1=R0;r2=R6;r3=R9;r4=R5;c1=label@309","benchmark_awfy_bounce_opt",301
12,530000,4,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R8;r2=R4;r3=R11;c1=int:1","benchmark_awfy_bounce_opt",347
13,510000,2,1,6,over_3_symbols,"BRT_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r2,r3)","c1=label@985;r1=R7;r2=R0;r3=R6;c2=int:0;r4=R8","benchmark_awfy_bounce_opt",953
14,510000,2,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r4,r2,c2)","r1=R7;r2=R6;r3=R5;c1=label@985;r4=R0;c2=int:0","benchmark_awfy_bounce_opt",949
15,510000,2,1,3,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | COPY_REG_REG(r3,r1)","r1=R0;r2=R17;r3=R6","benchmark_awfy_bounce_opt",257
16,500000,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2)","r1=R16;r2=R8;r3=R14;c1=int:0;r4=R17;c2=int:1","benchmark_awfy_bounce_opt",1035
17,500000,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1)","r1=R15;r2=R14;r3=R8;r4=R16;r5=R20","benchmark_awfy_bounce_opt",1402
18,500000,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R5;r2=R19;r3=R18;r4=R16;c1=int:3","benchmark_awfy_bounce_opt",1061
19,500000,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | MKREF_REG_REG(r4,r1) | UNLINK_REG(r1)","r1=R14;r2=R0;r3=R6;r4=R7","benchmark_awfy_bounce_opt",1021
20,500000,1,1,5,over_3_symbols,"LINKREF_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R8;r2=R7;r3=R16;r4=R14;c1=int:0","benchmark_awfy_bounce_opt",1032
21,500000,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","r1=R14;c1=int:0;r2=R17;r3=R16;c2=int:1;r4=R18;c3=int:2","benchmark_awfy_bounce_opt",1038
22,500000,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | MKREF_REG_REG(r4,r3)","r1=R0;r2=R6;c1=int:0;r3=R14;r4=R7","benchmark_awfy_bounce_opt",1017
23,500000,1,1,3,candidate,"MKREF_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3)","r1=R7;r2=R14;r3=R8","benchmark_awfy_bounce_opt",1025
24,500000,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c2)","r1=R19;r2=R16;c1=int:1;r3=R18;c2=int:500","benchmark_awfy_bounce_opt",1089
25,500000,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R5;r2=R18;r3=R16;c1=int:3;r4=R17;c2=int:4","benchmark_awfy_bounce_opt",1064
26,500000,1,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKREF_REG_REG(r2,r3)","r1=R14;r2=R8;r3=R7","benchmark_awfy_bounce_opt",1028
27,152600,5,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R7;r2=R9;r3=R6;c1=int:1","benchmark_awfy_bounce_opt",287
28,142700,5,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R6;c1=int:74755;r2=R5;r3=R4;c2=int:1","benchmark_awfy_bounce_opt",928
29,142600,4,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","c1=label@1172;r1=R18;r2=R5;c2=int:500;r3=R17;r4=R16;c3=int:1","benchmark_awfy_bounce_opt",1101
