rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2000000,4,1,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R19;c1=label@1172;r2=R18","benchmark_awfy_bounce_opt",1099
2,1652600,8,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R7;r2=R9;r3=R6;c1=int:1","benchmark_awfy_bounce_opt",290
3,1500000,3,1,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R14;r2=R8","benchmark_awfy_bounce_opt",1028
4,1365300,19,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R7;r2=R9","benchmark_awfy_bounce_opt",287
5,1365300,19,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3)","r1=R7;r2=R6;c1=int:1;r3=R9","benchmark_awfy_bounce_opt",283
6,1000000,2,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3)","r1=R19;r2=R17;r3=R18","benchmark_awfy_bounce_opt",1049
7,1000000,2,1,3,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R18;r2=R19;c1=int:500","benchmark_awfy_bounce_opt",1095
8,1000000,2,1,3,candidate,"ILT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R19;r2=R20;c1=int:0","benchmark_awfy_bounce_opt",1176
9,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r4,r1)","r1=R18;r2=R16;c1=int:2;r3=R19;r4=R17","benchmark_awfy_bounce_opt",1045
10,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c2)","r1=R19;r2=R16;c1=int:1;r3=R18;c2=int:500","benchmark_awfy_bounce_opt",1091
11,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_INT(r3,r1,c2)","r1=R20;r2=R16;c1=int:1;r3=R19;c2=int:0","benchmark_awfy_bounce_opt",1172
12,1000000,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R17;r2=R16;c1=int:1;r3=R18;c2=int:2","benchmark_awfy_bounce_opt",1041
13,713600,8,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R6;c1=int:74755;r2=R5;r3=R4;c2=int:1","benchmark_awfy_bounce_opt",928
14,540000,5,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R0;r2=R6;r3=R9;r4=R5","benchmark_awfy_bounce_opt",301
15,540000,5,1,3,candidate,"ICOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R9;r2=R5;c1=label@309","benchmark_awfy_bounce_opt",304
16,530000,4,1,3,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R8;r2=R11;c1=int:1","benchmark_awfy_bounce_opt",350
17,520301,4,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R3;r2=R4;r3=R1;c1=label@141","benchmark_awfy_bounce_opt",75
18,510000,2,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r2,r3,c2)","c1=label@985;r1=R7;r2=R0;r3=R6;c2=int:0","benchmark_awfy_bounce_opt",953
19,510000,2,1,3,candidate,"LINKREF_REG_REG(r1,r2) | COPY_REG_REG(r3,r1)","r1=R0;r2=R17;r3=R6","benchmark_awfy_bounce_opt",259
20,510000,2,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2)","r1=R0;r2=R6;c1=int:0;r3=R8","benchmark_awfy_bounce_opt",956
21,510000,2,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2)","r1=R0;r2=R17","benchmark_awfy_bounce_opt",257
22,500200,3,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R5;r2=R6;r3=R7;c1=int:1","benchmark_awfy_bounce_opt",88
23,500000,1,1,3,candidate,"ENDLIFE_REG(r1) | BRF_ID_REG(c1,r2)","r1=R14;c1=label@1422;r2=R20","benchmark_awfy_bounce_opt",1413
24,500000,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R15;r2=R14;r3=R8;r4=R16","benchmark_awfy_bounce_opt",1402
25,500000,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | MKREF_REG_REG(r4,r1)","r1=R14;r2=R0;r3=R6;r4=R7","benchmark_awfy_bounce_opt",1021
26,500000,1,1,2,candidate,"MKREF_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R7;r2=R14","benchmark_awfy_bounce_opt",1025
27,213900,6,1,3,candidate,"DCOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R20;r2=R17;c1=label@1145","benchmark_awfy_bounce_opt",1140
28,142600,4,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@1172;r1=R18;r2=R5;c2=int:500","benchmark_awfy_bounce_opt",1101
29,142600,4,1,2,candidate,"DCOPY_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R17;r2=R5","benchmark_awfy_bounce_opt",1122
30,142600,4,1,4,over_3_symbols,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R17;c1=decimal@23440;c2=label@1140","benchmark_awfy_bounce_opt",1127
31,142600,4,1,4,over_3_symbols,"DTOI_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R17;r2=R19;r3=R16;c1=int:2","benchmark_awfy_bounce_opt",1158
32,142600,4,1,2,candidate,"ITOD_REG(r1) | DCOPY_REG_REG(r2,r1)","r1=R5;r2=R17","benchmark_awfy_bounce_opt",1120
33,142600,4,1,3,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ITOD_REG(r1)","r1=R5;r2=R16;c1=int:2","benchmark_awfy_bounce_opt",1116
34,142600,4,1,3,candidate,"UNLINK_REG(r1) | DLT_REG_REG_DECIMAL(r1,r2,c1)","r1=R5;r2=R17;c1=decimal@23440","benchmark_awfy_bounce_opt",1125
35,142600,4,1,3,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R19;r2=R14;c1=int:1","benchmark_awfy_bounce_opt",1167
36,133100,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2)","c1=label@1422;r1=R20;r2=R1;c2=int:1","benchmark_awfy_bounce_opt",1415
37,133100,1,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | BCTP_ID_REG(c2,r2)","r1=R1;c1=int:1;c2=label@1010;r2=R6","benchmark_awfy_bounce_opt",1418
