workload,program_static_instructions,program_max_locals,program_rxbin_bytes,program_rxbin_sha256,shared_static_instructions,shared_rxbin_bytes,shared_rxbin_sha256,module_set_static_instructions,module_set_rxbin_bytes
Sieve,72,16,4900,204e4e3bfd0542cc75235cf42e1604f139b13c0e936660fbb74c107e6a81bc5f,62244,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb,62316,940817
Permute,209,24,11810,714cd35e4c4353d3d5d6beba170c9437b71d398c21c5f78381092b657d1e5ed0,62244,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb,62453,947727
Bounce,352,20,17167,ded1ae2832085f61f3ac90e4100a1e35041284642a899ab8f931389bbb552554,62244,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb,62596,953084
Richards,1815,54,78734,f38cd5cea7a9a7d838e78de5933e6d156e72767d5c6a1da6b730b23ee7bcf03e,62244,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb,64059,1014651
Base64,609,40,38237,f0d86b2a1da359f6e15b2f1f7c7d6b392d7ed74b5dd99ef364bd5c4e4f02c3d6,62244,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb,62853,974154
Towers,557,34,28686,62f0596b0f928bb4bec7187b77ee69057c896804294530c1d940a7f09c642ff8,62244,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb,62801,964603
RexxCPS,1240,103,68473,d85192dab1d74e54a71029f530992396b8f073b75624a10e4eac85dc96a4d1c7,62244,935917,66cc67b42886ead14c79c3740d78cf14e73ac4fba69a88a3814fcb78ff0ca3bb,63484,1004390
