workload,vm,metric,pairs,control_median,candidate_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total,guard_hit
VM-Lifecycle,rxbvm,elapsed_ns,12,13972000.000000,13968000.000000,-21.229271,-1.445907,-0.344803,0.024991,0.910734,-2.155080,-6.010954,1.700794,noisy_inconclusive,9,12,no
VM-Lifecycle,rxtvm,elapsed_ns,12,14047000.000000,13974500.000000,-4.471391,-1.132095,-0.705718,0.284911,2.498416,-0.639864,-1.782793,0.503064,noisy_inconclusive,8,12,no
Sieve,rxbvm,elapsed_ns,12,993021500.000000,995412000.000000,-0.328539,0.191886,0.422515,0.523700,1.123195,0.374457,0.139980,0.608935,clear_adverse,1,12,no
Sieve,rxtvm,elapsed_ns,12,957166500.000000,943174500.000000,-4.415061,-1.533931,-0.842066,-0.001264,1.780500,-1.019727,-2.161264,0.121810,noisy_inconclusive,9,12,no
RexxCPS,rxbvm,benchmark_rate,12,45169917.500000,45699000.000000,-1.391412,-0.153769,0.755454,1.520043,1.789080,0.583705,-0.080967,1.248377,noisy_inconclusive,8,12,no
RexxCPS,rxtvm,benchmark_rate,12,46067027.500000,45746977.500000,-15.253670,-1.229206,-0.623978,-0.076105,0.525115,-1.756567,-4.492231,0.979097,noisy_inconclusive,3,12,no
